ID,E1,A2,C3R,N4R,O5R,E6,A7,C8R,N9R,O10,E11R,A12R,C13,N14,O15,E16R,A17R,C18,N19,O20,E21,A22R,C23R,N24R,O25R,E26R,A27,C28R,N29R,O30R,E31R,A32,C33,N34,O35,E36R,A37R,C38,N39,O40,E41,A42R,C43,N44R,O45R,E46,A47R,C48R,N49R,O50R,E51R,A52,C53,N54,O55R,E56,A57,C58R,N59,O60
46,3,4,3,2,5,5,4,4,2,5,3,4,4,2,5,3,4,4,3,5,4,4,4,1,5,4,3,4,2,5,3,5,2,4,4,4,4,4,4,5,2,4,4,2,5,3,3,3,3,4,4,4,4,4,5,3,3,4,2,5
47,3,3,2,5,5,2,5,1,1,5,3,2,4,4,2,4,4,1,5,4,2,3,2,2,4,2,3,1,4,4,2,1,1,5,5,2,5,1,5,2,1,2,4,3,4,4,3,2,5,4,2,5,3,4,4,1,2,2,4,2
49,2,3,5,2,4,3,4,4,1,5,4,3,4,3,4,1,3,5,4,4,4,5,4,2,5,4,3,5,1,4,1,3,4,2,3,4,2,4,1,4,4,3,4,1,4,2,3,4,2,5,3,5,4,1,4,3,4,5,1,3
50,5,4,5,2,4,4,5,5,2,4,2,4,5,2,4,5,4,5,3,4,4,5,5,2,4,5,4,4,2,4,5,4,5,5,3,2,4,5,2,4,4,2,5,2,4,5,4,5,2,3,4,4,5,1,4,4,3,4,2,4
52,1,4,4,4,3,1,4,3,4,4,4,2,4,4,2,1,2,5,4,4,1,4,2,3,4,3,3,4,4,4,1,4,5,5,4,2,3,4,4,4,2,2,4,3,3,1,3,4,5,4,2,4,4,4,4,2,2,4,4,3
53,4,5,3,1,4,5,5,4,3,3,3,3,4,4,5,2,3,5,2,3,4,5,4,1,4,3,5,3,2,3,3,4,3,4,2,3,3,5,2,4,5,3,4,2,3,5,3,3,3,4,5,4,3,3,3,4,3,3,3,5
54,4,5,5,2,4,4,5,5,2,4,4,4,4,1,4,4,1,4,3,4,4,4,4,2,3,4,4,3,1,4,3,5,4,4,4,4,4,4,4,5,5,3,4,2,4,5,2,4,4,3,2,5,4,2,3,4,3,3,2,4
55,1,4,2,5,2,1,2,2,5,1,1,2,2,4,1,1,4,4,5,2,1,5,1,4,2,1,4,1,5,2,1,2,4,5,2,1,1,2,5,2,1,2,2,5,1,1,1,4,5,4,2,2,2,5,1,1,2,2,5,1
56,2,5,3,2,4,1,5,3,2,4,5,3,4,3,2,1,1,4,5,5,1,5,2,2,2,2,4,5,3,4,1,5,3,4,5,2,5,4,3,4,3,1,5,2,4,3,5,4,4,5,1,5,4,3,3,4,4,2,4,2
57,1,4,1,5,4,1,4,2,5,4,2,5,1,4,1,1,5,2,4,5,1,3,1,5,2,1,5,2,5,3,1,4,1,5,4,2,3,1,5,3,1,2,4,5,1,1,5,2,5,4,1,5,1,5,4,1,5,2,5,2
58,4,5,2,1,3,4,5,2,3,5,4,2,5,1,4,2,4,2,3,5,3,5,2,1,5,2,3,3,1,3,2,4,2,2,5,4,5,4,2,5,2,2,5,1,4,2,4,5,2,4,3,5,4,2,5,2,2,2,1,3
59,3,4,3,2,2,2,4,2,2,4,4,3,4,2,4,2,2,4,3,4,3,4,2,2,4,3,4,2,4,3,1,3,5,4,4,2,4,4,3,4,4,4,4,2,4,3,4,4,3,4,2,4,4,2,4,3,4,3,3,2
60,2,3,5,1,5,2,5,5,1,5,4,5,4,1,4,2,5,4,2,5,3,5,4,2,4,4,3,5,1,4,3,4,5,2,5,3,4,4,1,4,3,4,4,1,4,2,4,5,2,4,4,4,5,1,5,3,3,4,1,4
61,5,4,4,2,2,4,5,4,1,4,5,5,5,2,4,5,4,4,2,4,4,4,4,1,4,4,4,4,1,5,5,4,5,2,4,5,5,5,1,2,5,4,5,2,4,4,4,4,2,5,4,4,5,1,4,5,4,2,2,4
62,5,5,5,2,4,4,4,5,2,4,4,4,5,2,4,5,5,5,4,4,4,5,5,1,5,5,4,5,2,4,4,4,5,2,4,4,4,4,1,3,4,4,4,2,4,5,5,5,2,4,5,4,5,1,3,5,4,4,2,4
63,2,5,5,1,3,5,5,5,1,3,1,5,5,1,5,3,5,5,1,1,3,5,5,1,1,1,5,5,1,5,3,5,5,1,4,5,5,5,1,1,2,3,5,1,5,2,5,5,1,1,1,5,4,1,2,3,5,5,1,3
64,4,2,4,1,4,4,5,5,1,5,4,4,5,1,3,2,4,3,1,4,4,5,5,2,5,5,4,4,1,4,2,3,3,1,4,5,4,4,1,5,4,4,5,1,5,2,2,5,1,4,4,5,5,1,5,4,4,4,1,3
65,4,5,4,3,5,3,4,4,2,4,4,2,4,4,4,2,5,4,4,4,3,4,4,2,5,4,4,4,2,4,2,4,4,4,5,4,3,4,4,5,3,2,4,2,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4
66,5,5,5,1,5,3,5,5,1,5,5,5,5,1,5,2,5,5,1,5,4,5,5,1,5,5,5,5,1,5,5,5,5,3,5,5,5,5,1,5,4,1,5,1,5,4,5,5,2,5,5,5,5,1,5,4,1,5,1,5
67,4,5,1,4,4,4,5,2,4,4,5,3,3,5,4,4,5,1,4,2,2,5,2,2,4,4,4,1,4,4,2,4,1,4,4,4,5,3,4,4,4,3,4,4,5,5,5,2,4,4,2,5,2,3,4,4,4,2,4,4
68,3,5,2,4,5,2,5,2,3,5,5,4,4,1,4,1,5,3,4,5,1,5,1,4,4,2,3,4,3,5,1,4,2,5,5,3,4,1,3,4,2,4,3,3,5,2,5,4,5,5,3,5,2,3,4,3,3,3,2,5
69,2,5,5,2,4,5,5,4,1,5,4,2,5,3,5,2,5,5,4,4,4,5,4,1,5,5,5,5,5,5,2,4,4,2,4,4,4,5,1,5,4,2,5,2,5,4,4,5,2,2,4,5,5,1,5,4,4,5,2,4
70,2,5,4,2,4,2,5,4,1,5,5,4,5,2,2,2,5,4,4,4,2,4,4,1,4,4,5,4,2,4,1,5,4,4,5,4,4,5,2,5,4,1,4,2,4,4,5,4,4,5,2,5,4,2,4,5,4,4,2,2
71,4,4,5,2,2,4,4,5,2,4,2,5,4,1,4,4,2,4,1,4,4,5,5,2,5,4,4,5,2,2,5,4,4,1,4,5,5,4,1,4,4,5,4,2,5,4,5,5,5,5,5,4,4,1,5,4,4,5,1,4
72,2,5,2,2,2,4,4,1,2,4,5,4,4,2,3,5,5,1,3,4,4,3,2,4,5,1,5,4,3,2,4,4,1,4,4,3,4,2,4,4,1,5,4,3,5,5,4,2,4,2,4,4,4,4,5,3,3,2,3,2
73,4,4,5,1,2,2,5,4,2,2,5,4,5,2,4,3,4,5,1,4,3,5,4,1,1,3,4,4,1,3,2,5,5,2,3,4,4,5,1,3,2,1,4,1,2,4,4,5,1,1,4,4,4,1,3,3,4,5,2,2
74,3,5,4,4,4,4,5,4,3,5,5,3,4,5,4,4,5,4,5,5,3,5,4,2,4,4,3,4,5,4,4,4,4,5,5,3,5,4,4,5,4,3,4,4,5,3,5,5,5,4,5,5,4,4,4,4,3,5,5,4
75,4,4,4,2,4,4,4,4,2,4,4,4,5,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,2,4,4,2,4,4,4,5,2,4,4,4,4,2,4,4,3,4,2,4,4,4,5,2,4,4,4,4,2,4
76,5,4,5,1,2,2,5,4,1,4,4,4,5,4,5,2,5,2,1,2,1,5,5,5,4,4,2,4,3,4,3,5,4,4,4,1,2,4,5,5,5,2,4,1,3,5,5,4,3,4,4,5,5,4,4,2,4,4,2,2
77,1,1,2,3,4,4,5,2,3,4,4,1,4,4,4,1,2,2,4,4,4,2,4,3,4,2,1,2,3,4,1,2,2,3,4,5,2,4,2,4,1,1,5,2,5,1,2,2,3,4,3,4,5,1,4,2,1,2,2,4
78,1,4,3,4,5,2,3,4,2,5,5,3,3,4,5,1,4,4,4,5,2,4,4,4,5,4,4,4,4,5,1,3,3,4,5,2,2,4,3,5,3,2,3,3,5,3,4,4,4,5,2,4,4,4,5,3,4,4,4,5
79,1,3,5,5,2,1,4,1,5,5,1,2,3,4,3,1,2,5,5,5,1,4,2,5,2,1,1,3,4,2,1,3,4,5,4,1,2,3,5,4,1,1,4,1,3,5,2,5,5,1,2,5,2,5,3,1,1,3,3,2
80,1,5,2,2,1,1,5,4,1,5,4,2,4,2,2,1,5,4,5,5,1,5,4,2,1,1,5,2,2,2,1,5,3,4,5,1,5,4,1,5,2,5,5,1,4,2,5,3,4,5,1,5,4,1,1,4,5,5,1,2
82,3,4,4,3,3,2,4,5,3,4,4,3,4,2,3,3,4,4,4,4,4,4,4,2,3,4,4,4,3,4,2,4,4,3,3,4,4,4,2,3,3,2,5,2,4,3,4,4,2,2,4,4,4,3,3,4,2,3,3,4
83,1,5,4,2,4,1,5,4,3,4,5,4,5,4,4,1,5,4,4,3,1,5,4,4,4,3,5,3,4,4,1,5,4,4,3,1,4,4,4,4,3,4,5,2,4,2,5,4,4,3,1,5,4,4,4,4,5,3,5,4
84,4,3,5,1,4,5,5,5,1,4,4,4,5,1,4,3,3,4,4,5,4,4,4,1,4,5,2,5,5,4,4,4,4,3,4,4,4,4,1,4,4,3,5,2,4,3,2,5,3,5,5,4,4,1,5,4,2,4,1,4
85,1,2,4,1,4,4,4,5,2,5,2,2,5,1,5,1,2,2,2,5,4,2,5,1,5,5,2,5,1,4,1,3,2,1,5,4,5,5,1,5,4,2,5,1,5,1,2,4,1,2,2,4,5,1,5,2,2,5,1,5
86,2,5,2,3,5,4,4,2,2,5,3,4,3,1,4,3,4,4,4,5,2,4,2,4,5,2,5,2,3,5,3,4,2,4,5,4,3,3,2,5,2,3,4,3,4,4,4,2,5,5,2,4,4,1,5,4,3,4,3,4
87,1,5,1,5,5,4,5,2,4,5,4,2,2,5,4,2,5,2,5,5,4,4,1,4,5,2,1,4,5,5,1,4,1,5,5,4,4,4,5,5,1,2,2,4,5,2,5,2,5,5,4,5,4,5,5,4,4,2,4,4
88,3,3,5,5,4,1,3,1,3,5,5,1,3,5,3,1,4,5,4,5,1,2,1,4,5,4,2,4,5,4,1,2,4,5,5,2,1,2,4,4,4,2,2,4,5,2,2,5,5,5,1,3,2,3,5,4,2,3,4,4
90,4,5,5,1,1,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,1,5,5,1,5,5,5,5,1,5
91,3,5,2,1,2,3,5,3,1,4,4,3,3,3,4,2,5,2,4,2,1,5,2,2,5,1,5,4,2,4,2,5,3,1,2,2,4,2,2,5,2,3,3,2,3,5,5,5,1,1,3,5,3,3,4,4,3,5,4,4
92,3,5,2,4,5,4,3,2,3,5,4,1,4,4,5,2,3,4,4,5,5,2,1,3,4,2,3,1,2,5,2,2,3,5,5,4,2,4,4,5,3,1,4,4,4,4,2,2,5,4,4,3,2,4,4,2,2,2,4,4
93,4,1,2,1,1,3,5,3,3,5,5,1,5,1,3,2,1,4,5,1,5,5,3,2,3,4,1,1,1,3,3,3,3,1,1,3,5,5,1,5,1,1,5,1,1,3,1,3,1,1,3,5,4,1,2,3,1,5,1,4
94,2,2,4,4,2,2,3,4,4,4,2,1,4,5,3,1,2,4,4,3,3,4,3,2,2,4,2,4,4,4,1,4,4,4,4,2,2,4,4,4,2,1,3,3,3,2,4,4,4,4,2,4,4,4,2,1,1,5,4,4
95,1,3,4,3,2,3,4,3,3,5,4,3,3,4,5,2,3,4,5,2,3,2,1,5,4,2,3,3,3,3,1,3,4,5,4,3,3,3,3,4,3,2,3,2,3,2,3,4,5,2,1,4,2,4,4,3,3,3,3,2
96,4,4,5,2,2,4,4,5,2,4,2,5,4,1,4,2,2,4,1,1,4,5,5,2,5,5,4,5,2,2,2,4,4,1,4,5,5,4,1,4,4,2,4,2,5,4,5,5,5,5,2,4,4,1,5,4,3,5,3,4
98,4,5,4,2,2,3,4,4,1,5,4,4,4,2,3,2,5,2,2,2,2,5,4,1,4,2,5,4,1,2,2,4,3,2,4,4,3,4,1,4,3,4,4,1,5,2,4,5,2,4,2,4,4,1,4,4,5,4,1,3
99,2,4,2,4,3,3,4,2,4,4,4,2,4,4,2,3,4,2,4,4,2,3,2,4,4,2,2,2,4,2,2,3,2,4,4,3,2,3,4,4,2,2,3,4,2,3,2,3,4,4,2,4,3,4,4,3,2,2,4,2
100,2,3,4,2,3,3,4,3,3,3,3,3,4,2,3,2,3,4,2,3,3,4,3,2,4,4,3,3,2,4,2,3,4,2,3,4,3,4,2,3,2,3,4,2,4,2,3,2,2,4,3,4,4,2,4,2,3,4,2,3
101,5,5,4,3,5,4,5,4,2,5,4,4,5,2,5,2,1,4,4,5,1,5,4,1,5,3,5,4,3,4,2,5,4,5,5,1,5,5,4,4,2,2,4,3,5,5,5,5,5,5,3,5,4,4,5,4,3,5,3,4
102,4,3,2,3,5,3,5,4,2,4,3,4,3,1,4,3,2,2,3,3,5,4,4,2,2,3,5,2,2,2,3,2,3,4,5,2,3,4,3,4,2,2,4,3,5,3,2,5,5,5,2,3,2,4,3,4,3,3,2,4
103,5,4,4,1,4,3,4,5,2,4,3,5,5,1,4,3,4,3,2,3,3,4,4,1,4,5,4,4,1,4,4,4,3,1,4,4,3,4,2,4,4,4,5,2,4,3,4,4,2,3,3,4,4,2,4,4,4,4,2,4
104,1,3,2,4,5,3,3,1,3,3,5,2,2,4,5,1,3,2,4,5,1,3,2,5,3,1,3,2,4,5,1,3,2,5,5,2,2,3,3,5,3,1,3,3,5,2,3,3,4,4,1,4,3,3,5,3,3,3,5,4
105,4,4,2,4,4,3,4,2,2,4,4,2,5,2,4,3,5,3,4,4,3,4,3,2,4,2,2,3,2,4,3,4,2,5,4,4,4,4,3,4,2,3,5,2,4,3,4,2,4,5,2,4,3,3,4,4,3,4,2,4
106,3,5,4,5,4,4,4,2,5,4,5,1,5,4,4,4,5,3,4,4,3,2,2,5,5,1,3,4,5,4,2,4,3,5,5,2,2,3,5,4,2,2,5,3,5,4,5,4,5,5,4,4,3,5,5,4,1,3,4,4
107,1,5,4,4,4,2,3,5,5,2,2,2,5,2,5,1,4,4,5,4,1,4,2,3,1,1,1,5,4,4,1,4,2,4,2,2,2,5,4,1,1,1,4,4,2,2,4,5,5,2,1,3,5,4,3,1,1,5,4,1
108,1,3,4,4,2,2,5,2,4,5,5,2,5,4,5,1,4,4,5,4,1,5,1,5,4,1,4,2,4,5,2,4,2,5,5,1,4,2,4,4,2,2,5,4,5,2,4,3,5,5,2,4,5,5,4,2,2,5,2,4
109,2,4,2,4,4,2,5,2,2,5,3,4,4,4,4,1,4,2,5,5,2,4,1,4,2,1,5,2,4,4,1,4,3,4,5,3,2,2,5,4,1,1,3,2,2,2,3,4,5,3,2,5,4,5,2,3,4,2,4,4
110,3,4,4,4,4,4,5,4,4,5,2,2,4,4,4,4,3,5,4,5,4,4,4,4,4,4,4,4,2,4,2,4,4,5,5,4,4,4,2,4,4,2,4,1,4,4,1,4,4,2,4,4,5,2,4,4,2,2,4,4
111,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,4,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5
112,3,5,5,1,5,2,5,5,1,5,5,5,5,1,5,3,5,3,1,5,3,5,5,1,5,5,4,5,1,5,2,5,4,1,5,5,5,5,1,5,5,3,5,1,5,3,5,5,1,5,4,5,5,1,5,4,3,5,1,5
113,4,5,5,1,2,2,5,2,2,5,4,5,5,1,5,2,5,4,4,5,5,4,5,2,5,3,1,4,2,5,2,5,3,4,5,5,2,5,2,5,4,1,4,1,5,2,2,5,4,1,4,4,5,2,5,4,2,5,2,5
115,2,5,2,4,3,1,5,2,4,5,2,3,3,2,5,1,4,2,2,5,2,4,2,4,4,1,4,3,4,4,1,4,2,3,4,3,4,2,4,5,2,3,3,3,4,2,3,4,3,4,3,5,3,5,4,2,4,4,2,4
116,5,4,4,3,5,4,4,4,2,5,5,4,5,4,5,5,5,4,4,5,5,2,4,1,5,5,4,4,3,5,5,4,4,3,5,5,2,4,4,4,5,2,5,4,5,5,5,3,4,5,5,4,5,3,5,5,5,1,4,5
117,2,4,4,2,4,2,4,4,2,4,4,4,4,2,4,2,4,4,2,3,2,4,4,2,4,4,4,4,2,4,2,4,4,2,4,2,4,4,2,4,3,3,4,2,4,2,4,4,3,4,2,4,4,2,4,3,3,4,2,4
118,4,5,1,1,2,2,5,2,2,5,4,4,2,2,5,2,5,4,4,5,3,5,1,1,4,1,5,1,2,4,2,5,1,4,5,5,5,4,4,4,1,2,5,1,4,4,5,2,4,5,2,5,5,4,1,4,5,2,2,3
119,3,5,5,2,2,4,5,2,2,5,5,1,5,3,5,2,5,5,4,4,2,5,5,3,3,3,4,4,2,5,1,5,5,4,4,3,4,5,4,4,3,2,4,2,5,3,4,5,4,3,1,5,5,4,4,4,4,5,4,5
120,2,5,5,3,4,3,5,5,4,5,2,4,4,2,4,1,5,4,4,4,1,5,4,5,5,3,5,4,3,3,1,5,4,5,4,4,5,4,5,4,1,4,5,2,4,1,5,5,5,2,3,5,5,5,5,2,4,4,1,4
121,3,4,4,3,2,2,4,5,3,4,2,4,4,2,5,1,4,5,4,3,3,4,4,2,4,4,5,2,2,2,1,4,5,2,4,2,4,4,2,5,2,2,4,2,1,2,4,5,4,2,4,4,4,4,4,2,2,3,1,3
122,4,5,5,1,4,4,5,3,1,5,4,4,5,1,5,3,4,5,4,4,4,4,5,2,4,3,4,3,2,4,2,4,5,2,4,2,3,5,2,4,3,3,5,2,4,4,4,5,3,4,2,5,5,2,4,4,4,5,2,4
123,3,4,4,3,4,3,4,4,2,4,4,4,4,3,4,3,4,4,4,4,2,4,4,2,4,4,4,4,2,3,2,4,4,3,4,3,3,4,3,4,4,4,4,3,4,3,4,4,3,4,2,4,4,2,4,4,4,4,2,4
124,2,5,5,2,3,2,5,1,3,4,3,4,4,4,4,1,5,4,4,5,1,5,4,4,2,1,4,4,3,3,1,4,4,4,5,2,5,4,4,3,1,5,4,3,3,1,4,4,5,4,2,5,4,4,4,3,4,4,4,3
126,4,5,3,1,2,3,5,2,1,5,4,2,5,2,5,4,4,4,1,2,3,4,4,1,4,4,5,2,1,4,3,4,3,4,3,4,4,5,2,4,4,2,5,2,4,5,4,4,4,2,4,4,5,3,4,4,4,3,2,5
127,2,3,2,2,2,1,4,2,3,3,2,4,4,2,2,1,3,3,2,2,1,5,2,3,2,2,4,2,2,2,2,3,2,4,3,2,4,3,3,2,2,4,4,2,2,2,2,3,3,2,2,4,3,3,2,2,4,3,2,2
130,3,5,4,1,5,3,5,3,2,5,5,3,5,2,5,2,5,3,3,5,2,5,3,3,5,2,3,5,2,5,2,5,3,4,5,3,5,3,1,5,3,3,5,1,3,3,4,5,4,5,4,5,4,1,5,3,3,3,1,5
131,1,5,2,5,5,1,5,2,5,5,1,5,5,5,1,1,5,3,5,5,1,5,5,5,5,1,5,4,5,2,1,5,3,5,5,1,5,4,5,5,1,1,5,2,1,1,5,5,5,5,1,5,5,5,5,1,1,5,2,1
132,4,3,5,1,5,4,5,5,1,5,5,5,5,1,4,4,3,5,1,4,5,5,5,1,5,5,5,5,1,4,5,4,5,1,4,5,5,5,1,5,4,5,5,1,5,4,3,5,1,5,5,5,5,1,5,4,5,5,1,4
133,3,3,4,3,4,3,5,4,2,5,4,2,4,1,4,2,4,4,3,5,3,2,4,2,5,4,1,3,2,4,1,4,4,2,4,2,3,5,2,5,3,1,5,2,5,2,3,5,2,5,3,4,5,2,4,3,2,3,2,4
134,5,5,5,1,4,3,5,5,1,5,3,5,5,1,5,3,5,3,1,5,3,5,5,1,3,3,3,5,1,5,3,5,5,1,5,3,5,5,1,3,5,1,5,1,5,5,5,5,1,5,5,5,5,1,3,5,3,5,3,5
135,4,3,4,1,3,5,3,5,2,5,4,2,4,2,5,4,3,4,4,2,5,3,3,2,4,5,1,4,1,5,4,2,4,2,3,4,3,4,2,4,5,3,3,1,4,3,2,5,1,1,5,3,4,2,5,4,2,4,1,5
136,1,5,2,5,5,1,5,5,5,5,1,2,3,2,5,1,5,4,5,5,1,5,1,3,5,1,3,4,5,5,1,1,2,5,5,1,5,1,5,5,1,1,3,3,5,1,5,3,5,5,3,5,2,5,5,1,1,3,2,5
138,2,4,5,4,3,2,4,4,3,4,2,5,5,1,4,2,5,5,3,4,1,5,5,2,4,2,4,5,3,5,2,4,4,1,4,3,5,4,2,4,1,4,5,2,5,2,5,5,2,4,2,5,4,2,4,1,4,5,3,3
139,4,2,2,2,2,4,3,3,2,4,2,2,4,2,5,2,2,4,4,4,4,2,4,2,5,4,2,2,2,3,4,2,3,2,4,4,2,4,2,4,3,1,2,2,3,3,2,4,2,3,4,3,4,4,4,2,2,2,3,4
140,4,5,5,2,3,4,5,5,2,5,4,5,5,1,4,4,5,4,2,3,3,5,5,1,3,5,5,5,2,4,4,5,5,2,3,3,5,5,1,4,4,5,5,2,5,4,5,5,2,3,3,5,5,1,3,4,5,5,2,5
141,1,5,5,1,3,1,5,5,2,5,4,5,5,1,3,1,5,5,1,5,1,5,5,2,5,2,4,5,1,3,2,5,4,1,5,2,5,5,1,4,3,5,5,1,3,1,5,5,1,3,1,5,5,1,4,4,5,5,1,3
