"item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12","item13","item14","item15","item16","item17","item18","item19","item20","item21","item22","item23","item24","item25","item26","item27","item28","item29","item30","item31","item32","item33","item34","item35","item36","item37","item38","item39","item40","item41","item42","item43","item44","item45","item46","item47","item48","item49","item50","item51","item52","item53","item54","item55","item56","item57","item58","item59","item60","NA","NA","NA","NA","NA"
2,3,2,4,2,2,4,2,4,2,2,2,4,4,2,3,2,2,4,1,2,2,2,4,2,2,3,2,4,2,2,3,2,4,2,2,2,2,4,1,2,2,3,3,2,3,3,2,3,2,2,4,4,4,2,2,3,2,4,2,26,33,29,46,22
5,4,1,5,4,4,2,1,4,5,5,4,1,5,5,5,2,1,2,3,1,1,1,5,2,2,5,1,5,4,5,1,1,2,5,2,1,1,2,2,5,4,1,5,2,5,2,1,2,2,1,1,1,4,2,5,4,1,5,5,45,31,12,46,41
1,1,2,5,1,1,2,1,5,1,1,2,2,4,1,1,2,4,5,1,1,5,1,5,1,1,2,4,4,1,1,1,2,5,2,1,2,1,5,2,1,2,2,2,2,1,2,2,4,1,1,2,1,5,1,1,1,4,4,1,12,24,26,53,15
1,3,2,5,2,1,3,2,5,1,1,3,2,4,1,1,2,2,4,2,1,5,2,5,2,2,2,3,5,2,1,2,2,5,3,1,4,1,4,3,1,2,2,2,2,1,2,3,4,2,1,2,1,5,2,1,2,3,4,1,13,32,25,52,23
1,1,2,5,2,4,1,2,5,1,2,1,1,5,1,4,1,1,4,1,5,1,4,2,1,2,1,2,5,4,4,1,1,2,1,4,1,1,2,2,2,1,1,4,4,2,1,1,2,1,5,1,1,1,2,1,1,1,5,2,36,12,18,42,22
3,4,4,2,4,2,5,4,2,4,4,5,4,2,4,4,5,3,2,4,2,5,4,2,4,4,4,4,2,4,3,4,3,2,4,4,5,4,2,4,3,5,4,2,4,2,5,5,3,4,4,5,4,2,4,4,4,4,2,3,39,56,47,25,47
2,3,5,2,4,2,5,5,2,3,4,5,5,1,2,4,5,5,2,2,2,5,5,2,5,5,4,5,1,4,4,4,5,2,3,4,5,5,1,4,2,5,5,1,4,2,5,5,2,4,5,5,5,1,4,2,3,5,1,2,38,54,60,18,41
2,4,1,4,2,2,3,1,4,3,2,2,1,4,2,3,4,1,4,3,1,2,2,4,2,2,4,2,4,3,3,2,1,2,4,2,2,1,4,3,2,4,1,4,2,4,3,1,4,2,2,4,1,4,2,2,3,1,4,2,27,37,14,46,30
4,5,5,3,5,4,5,5,2,5,5,5,2,1,5,4,5,2,1,5,1,5,4,2,5,4,1,5,4,5,4,1,1,1,5,4,5,1,2,5,4,5,1,4,5,4,5,5,4,5,5,5,1,2,5,5,5,2,4,5,48,52,34,30,60
2,1,2,4,1,2,5,1,3,1,1,1,5,2,1,2,1,5,4,1,5,1,1,1,1,2,2,2,1,1,4,4,5,5,1,2,2,5,2,1,3,1,5,1,1,2,2,1,1,1,1,5,5,2,1,2,2,2,4,1,28,27,39,30,12
1,1,2,5,1,5,1,2,5,1,1,1,1,4,1,3,1,1,4,1,5,1,4,5,1,2,1,2,4,5,5,1,1,2,1,5,1,4,1,5,2,1,1,1,5,2,1,1,5,1,5,1,2,2,1,1,1,5,4,2,37,12,26,42,25
1,2,2,2,2,1,4,1,4,1,1,3,4,4,1,1,3,2,3,2,1,5,1,4,2,1,3,3,3,2,1,3,2,4,3,2,4,1,4,3,1,3,3,2,2,1,3,2,3,2,1,4,1,4,2,1,3,3,3,1,13,40,25,40,23
2,3,1,2,2,2,2,1,4,2,2,4,1,4,2,4,2,1,3,2,1,3,1,4,2,1,4,1,4,3,4,1,1,2,2,2,2,1,3,2,1,4,1,5,3,4,3,1,2,3,2,2,1,4,2,2,2,2,4,2,27,32,13,41,27
4,5,5,1,3,4,5,5,1,5,4,5,5,1,4,2,5,4,1,4,2,5,5,1,4,3,5,4,1,4,4,5,4,1,4,4,5,4,1,4,3,5,5,1,4,3,5,5,1,4,1,5,5,1,4,5,5,5,1,4,39,60,56,12,48
1,2,1,5,2,1,2,4,5,2,5,2,1,5,2,5,2,1,5,2,1,1,1,5,4,4,1,1,5,4,4,2,1,5,2,2,2,2,4,4,4,2,1,5,4,4,2,2,5,2,4,2,2,5,4,2,1,1,5,4,37,21,18,59,36
4,5,4,1,2,4,5,4,1,5,4,5,5,1,4,2,5,4,1,4,2,5,5,1,4,4,5,2,1,4,4,5,4,1,4,4,5,4,1,4,4,5,5,1,2,4,5,4,1,4,4,5,4,1,2,4,5,2,1,4,44,60,47,12,43
4,4,1,4,4,2,2,2,4,5,4,2,1,4,4,5,4,1,4,1,2,2,1,4,3,2,4,1,4,4,3,2,1,4,4,2,2,1,4,4,5,4,1,5,2,5,3,1,4,2,2,2,2,4,2,5,4,1,5,5,41,35,14,50,40
2,2,3,3,1,3,3,2,3,5,1,1,4,2,2,2,2,4,4,5,3,3,2,3,1,3,3,2,3,1,2,4,4,3,2,2,2,3,3,2,3,2,4,2,1,2,2,1,3,1,2,3,3,3,1,2,3,3,2,2,27,30,35,34,24
5,5,4,1,3,4,5,4,1,5,2,5,5,1,4,2,4,3,1,4,2,5,5,1,4,2,5,2,1,4,4,5,2,1,4,4,5,4,1,4,4,5,5,1,4,4,4,4,1,3,1,5,4,1,2,4,5,4,1,4,38,58,46,12,45
2,5,5,5,5,2,5,4,2,5,4,4,2,2,5,5,5,2,4,5,1,5,5,2,5,4,4,2,5,5,5,5,2,1,5,2,5,2,2,5,1,4,1,5,5,1,5,5,4,5,4,5,1,2,5,5,4,4,1,1,36,56,35,35,56
3,5,5,2,4,2,5,5,1,5,4,5,5,1,3,4,5,3,2,4,2,5,4,1,5,4,5,5,2,4,4,5,4,2,4,2,5,4,2,4,3,5,5,2,4,2,5,5,2,5,5,5,5,1,4,4,5,5,1,3,39,60,55,19,49
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
1,1,2,4,2,5,2,4,4,2,2,2,2,4,4,4,2,1,4,4,5,2,4,1,2,4,1,2,4,4,4,1,2,2,4,5,2,4,2,5,4,1,2,2,4,4,2,2,2,2,5,2,4,2,2,2,1,2,4,4,45,19,31,35,39
2,2,2,5,2,1,3,4,5,2,2,2,2,4,3,2,4,2,4,3,1,2,2,4,4,2,2,2,5,2,2,2,2,5,2,2,2,2,4,4,1,2,2,4,2,2,2,2,5,2,4,3,2,4,2,1,2,2,4,2,22,28,26,53,30
2,5,5,1,3,2,5,5,1,4,2,5,5,1,4,2,5,4,1,4,2,5,5,1,4,2,5,5,1,4,2,5,4,1,4,2,5,4,1,4,2,5,5,1,4,2,5,5,1,4,1,5,5,1,3,2,5,5,1,3,23,60,57,12,45
2,3,5,2,4,4,4,5,2,4,4,4,4,2,4,4,5,4,2,2,2,5,4,2,5,5,3,4,2,4,4,4,4,2,4,4,5,4,2,4,4,4,4,2,4,2,5,5,2,4,5,4,4,1,4,4,4,4,1,4,44,50,51,22,47
2,4,2,4,3,2,4,2,4,2,2,4,2,4,2,3,4,1,4,3,1,4,2,4,2,2,4,2,4,3,3,2,1,4,3,2,3,1,3,2,1,4,2,4,2,2,4,2,4,3,2,3,2,4,2,2,2,2,4,2,24,42,21,47,29
1,1,1,5,2,1,2,4,5,2,1,1,1,5,1,2,2,1,5,2,1,1,1,5,2,2,1,2,5,2,1,1,1,5,2,1,1,1,5,4,1,1,1,5,2,2,2,2,5,1,2,1,2,5,2,1,1,1,5,2,16,15,18,60,24
2,3,1,4,3,2,2,1,4,2,2,3,1,4,2,3,3,1,3,3,1,2,1,4,2,2,3,1,4,3,3,2,1,3,3,2,2,1,3,2,2,3,1,4,2,3,3,1,4,2,2,2,1,4,2,2,2,1,4,2,26,30,12,45,28
5,5,4,1,3,2,5,4,1,1,4,5,5,1,4,2,5,4,2,4,2,5,4,1,4,3,5,4,1,4,2,5,4,2,5,2,5,4,2,4,1,5,5,2,4,1,5,5,4,5,4,5,5,1,4,5,5,4,1,4,33,60,52,19,46
5,5,4,1,4,4,5,4,1,5,5,5,5,1,4,4,5,2,1,4,2,5,4,1,4,4,5,2,1,4,4,5,4,1,4,4,5,4,1,4,5,5,5,1,4,5,5,4,1,4,4,5,4,1,4,5,5,4,1,4,51,60,46,12,49
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
5,5,5,1,5,2,5,5,1,5,5,5,5,1,1,4,5,2,2,1,1,5,5,1,5,5,5,5,1,5,4,5,4,1,5,1,5,4,2,5,4,5,5,2,5,2,5,5,1,5,1,5,5,1,5,5,5,5,1,4,39,60,55,15,51
1,2,2,5,2,1,2,1,5,1,1,2,2,4,1,1,2,2,4,1,1,5,1,5,1,1,2,2,5,2,1,1,1,5,2,1,4,1,5,2,1,2,2,2,2,1,2,2,5,2,1,2,1,5,2,1,1,3,4,1,12,27,20,54,19
1,1,4,4,2,4,1,5,4,2,2,2,2,4,5,4,2,1,4,2,5,2,4,4,5,4,1,5,2,4,5,1,1,4,1,2,2,2,1,5,1,2,2,2,5,1,2,2,2,2,4,2,2,2,4,2,1,5,4,4,35,19,35,37,41
3,1,5,3,5,4,5,4,2,5,4,4,1,2,1,4,5,3,1,5,1,5,4,2,5,4,4,3,5,5,5,4,2,1,5,4,5,1,1,5,1,4,1,4,5,2,5,4,5,5,4,5,4,1,5,1,4,4,4,1,37,51,36,31,52
4,5,4,2,4,2,5,5,1,5,4,5,5,1,4,4,5,2,2,4,1,5,4,1,5,4,5,4,2,4,4,5,3,2,4,4,5,4,2,4,3,5,5,2,4,2,5,5,2,5,4,5,4,1,4,4,5,5,1,3,40,60,50,19,50
1,1,5,5,1,5,1,5,5,1,1,1,1,4,1,5,1,2,4,1,5,1,5,1,1,5,1,5,1,5,5,1,2,4,1,5,2,5,1,5,2,1,1,1,5,1,1,5,1,1,5,1,2,1,1,1,1,5,1,5,41,13,43,29,28
4,4,4,3,4,4,5,5,2,5,5,4,4,2,4,4,5,2,2,4,4,4,4,2,4,4,4,2,2,4,4,5,2,2,4,4,4,4,2,3,4,4,4,4,4,4,5,4,2,4,4,5,4,1,4,5,4,2,2,4,50,53,41,26,48
4,4,1,4,3,2,2,2,4,4,3,2,1,4,4,4,2,1,4,4,2,2,1,4,2,2,4,2,4,3,3,2,1,3,3,2,2,1,4,3,4,4,1,4,2,4,3,1,4,2,2,2,2,3,2,4,4,2,4,4,36,33,16,46,36
2,4,5,4,4,5,5,5,1,5,5,5,5,1,5,4,5,5,2,4,5,5,5,1,5,5,4,5,1,5,5,5,5,2,4,5,5,5,1,5,4,4,5,1,5,2,5,5,2,5,5,5,5,1,5,4,4,5,1,4,51,56,60,18,56
1,1,5,4,1,2,4,2,4,1,1,1,5,1,1,2,1,5,4,1,5,1,4,4,1,2,1,4,1,1,4,2,5,4,1,1,2,4,1,1,2,1,5,1,1,1,1,5,1,1,1,4,4,1,1,1,1,5,2,1,23,20,53,28,12
1,2,1,4,1,2,4,2,4,1,2,1,4,3,1,2,1,5,4,1,2,2,2,4,1,2,2,2,4,1,3,2,4,3,1,1,2,4,3,1,2,1,4,2,1,2,1,1,3,1,1,3,3,4,1,2,2,2,4,1,22,23,34,42,12
2,5,4,2,3,2,5,5,1,4,4,5,5,1,3,2,5,2,2,4,1,5,4,2,4,4,5,4,2,4,2,5,3,2,4,2,5,3,2,4,3,5,5,2,4,2,5,5,2,5,4,5,4,1,4,4,5,5,1,3,32,60,49,20,46
2,4,2,5,5,1,5,4,2,5,4,4,2,4,4,4,5,2,4,5,2,4,4,2,4,4,4,2,5,5,2,1,2,1,5,4,5,2,1,4,4,4,1,4,5,1,4,4,4,5,4,4,2,2,4,4,4,2,4,4,36,48,29,38,55
1,1,2,5,1,5,1,1,5,2,4,1,1,4,1,4,1,1,5,1,5,1,2,1,1,1,1,1,5,1,5,1,1,1,1,5,1,1,2,1,2,1,1,5,4,2,1,1,1,1,5,1,1,2,2,1,1,1,5,2,40,12,14,41,18
3,5,5,1,3,4,5,5,1,4,2,5,5,1,4,2,5,4,2,4,2,5,4,1,4,3,5,4,1,4,4,4,4,1,4,4,5,4,1,4,3,5,4,1,4,3,5,5,1,4,4,5,4,1,4,3,5,4,1,4,37,59,52,13,47
2,4,1,5,4,1,4,1,4,2,4,4,1,5,4,5,4,1,2,5,1,4,1,5,2,1,4,1,5,4,4,2,1,2,5,2,2,1,4,3,1,4,1,5,4,4,4,1,2,3,2,2,1,4,2,5,4,5,5,5,32,42,16,48,43
1,5,5,3,5,2,5,4,2,5,4,5,1,4,5,2,5,2,4,5,2,5,2,1,5,4,5,4,4,5,2,5,2,4,5,4,5,2,4,5,3,5,1,4,5,3,5,4,4,5,5,5,3,2,5,5,5,2,4,5,37,60,32,40,60
2,1,5,4,2,1,2,4,4,4,4,5,2,4,5,5,2,4,4,5,5,2,4,5,5,5,2,2,2,5,5,1,4,4,2,2,2,5,2,5,4,2,4,2,5,4,2,2,2,2,5,2,5,2,2,2,1,2,4,5,44,24,43,39,47
2,3,1,5,3,2,2,2,4,3,3,3,1,4,2,3,4,1,4,3,1,2,1,4,2,2,3,1,4,3,3,2,1,4,3,2,2,1,3,2,3,3,1,5,2,3,3,1,4,3,2,2,1,4,2,2,2,1,4,3,28,31,13,49,31
2,4,5,4,5,2,5,5,2,5,5,5,2,2,5,2,5,2,4,5,1,5,4,1,5,4,4,5,4,1,5,5,2,2,5,2,5,2,2,5,2,4,2,3,5,1,5,5,4,5,5,5,1,1,5,2,4,5,1,4,33,56,40,30,55
1,1,5,5,1,5,1,5,5,1,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,1,5,1,5,5,1,1,1,1,5,1,5,1,5,5,1,1,1,5,2,1,1,1,1,5,1,2,1,1,1,1,5,1,5,45,12,37,24,32
2,5,4,3,5,2,5,4,2,5,4,4,3,4,4,4,5,2,4,5,2,5,4,2,5,4,4,4,3,5,2,4,2,2,5,2,5,2,2,4,3,4,3,4,5,2,5,4,4,5,4,4,4,2,4,4,4,5,2,4,35,54,41,34,56
2,2,4,3,1,4,5,2,3,1,1,1,5,3,1,2,1,5,3,1,5,1,3,1,1,3,2,4,2,1,3,3,5,3,1,2,2,5,3,1,3,1,5,1,1,2,2,1,2,1,1,5,4,3,1,1,2,4,2,1,29,27,47,29,12
5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,2,2,5,5,5,5,1,5,5,5,4,1,5,5,5,4,1,5,5,5,5,1,4,5,5,5,2,5,5,5,5,1,5,5,5,5,1,5,5,5,4,1,5,60,60,54,14,59
2,3,5,3,4,4,4,5,2,3,4,4,4,2,3,4,5,4,4,2,2,5,4,2,4,4,3,4,2,4,4,4,4,2,2,4,5,4,2,4,4,4,4,2,4,2,5,5,3,4,5,4,4,2,4,3,3,4,1,2,42,49,51,27,40
4,5,5,1,4,4,5,5,1,5,4,5,5,1,4,2,5,4,1,4,2,5,5,1,4,4,5,4,1,4,4,5,4,1,4,4,5,4,1,4,4,5,5,1,4,4,5,5,1,4,4,5,5,1,4,5,5,4,1,4,45,60,55,12,49
2,4,2,4,3,2,3,2,4,3,2,4,2,3,2,4,4,1,3,2,2,4,2,4,3,2,4,2,4,4,3,2,1,3,3,3,4,2,3,3,2,4,2,4,2,2,4,2,4,4,2,3,2,3,2,2,2,2,3,2,28,42,22,42,33
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
2,4,5,2,4,5,5,5,1,4,5,5,5,1,4,4,5,5,2,3,4,5,5,1,5,5,4,5,1,4,4,5,5,2,4,4,5,5,1,4,4,5,5,1,4,2,5,5,2,5,5,5,5,1,5,3,4,5,1,3,47,57,60,16,49
1,2,2,4,2,1,3,2,4,2,2,2,3,4,1,2,2,2,4,2,1,5,2,4,2,2,2,2,4,2,2,2,2,4,2,2,4,2,4,4,1,2,2,2,2,1,2,2,4,2,2,2,2,4,2,1,2,3,4,1,18,30,26,46,24
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
5,5,5,5,5,5,5,5,1,5,5,5,2,1,5,5,5,1,2,5,5,2,5,1,5,5,5,1,4,5,5,5,2,1,5,5,4,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,2,5,5,60,56,43,28,60
1,1,1,5,1,4,1,1,5,2,2,1,1,4,1,4,1,1,5,1,5,1,2,5,1,1,1,1,5,1,5,1,1,1,1,5,1,2,1,2,2,1,1,5,4,2,1,1,1,1,5,1,1,2,2,1,1,1,4,1,37,12,14,43,18
1,1,4,4,1,4,4,2,4,1,1,1,5,1,1,2,1,5,4,1,4,5,4,2,1,3,2,4,1,1,4,2,5,4,1,2,2,4,2,1,2,1,4,1,1,1,1,5,2,1,1,4,4,2,1,1,2,4,1,1,26,26,50,28,12
5,5,5,1,2,5,5,5,1,5,4,5,5,1,4,2,5,4,1,4,4,5,5,1,5,4,5,4,1,4,4,5,4,1,4,4,5,4,1,4,4,5,5,1,4,4,5,5,1,4,4,5,4,1,2,4,5,4,1,4,48,60,54,12,46
5,4,4,2,5,5,5,5,1,5,5,5,2,1,5,5,5,2,2,4,5,5,5,1,5,5,4,2,2,5,5,5,2,1,4,5,5,4,1,2,5,5,4,4,5,5,5,5,1,5,5,5,4,1,5,5,5,2,2,5,60,58,41,19,55
2,4,2,2,5,2,5,4,2,5,4,4,2,4,4,4,5,2,1,5,2,4,4,2,4,4,4,5,3,5,4,4,2,2,5,4,5,2,2,4,4,4,3,4,4,4,5,4,5,4,4,4,3,2,4,4,4,2,4,4,42,52,35,33,53
5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5,5,5,5,1,5,5,5,2,1,5,5,5,2,1,5,5,5,5,1,2,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,60,60,50,20,57
2,5,4,2,4,2,5,5,1,4,4,5,5,1,3,4,5,2,2,4,2,5,4,2,5,4,5,5,2,4,4,5,3,2,4,4,5,4,2,4,3,5,5,2,4,2,5,5,3,5,4,5,4,1,4,4,5,5,1,3,39,60,51,21,48
5,4,4,4,4,4,5,5,2,5,5,4,2,2,4,5,5,2,4,4,4,4,4,2,5,5,4,2,3,4,4,4,2,2,4,4,4,4,2,4,5,4,4,4,4,4,5,4,2,4,5,4,4,2,4,5,4,2,2,4,55,51,39,31,50
3,4,5,2,5,4,4,4,2,5,4,5,4,4,5,4,5,4,4,5,2,5,4,2,5,4,4,4,2,4,4,5,2,2,5,4,4,4,2,5,4,5,4,2,5,2,4,5,3,5,4,5,4,2,5,4,4,5,2,5,43,54,49,29,59
1,4,2,5,2,1,4,2,5,1,1,4,4,4,1,1,2,4,5,2,1,5,1,5,1,1,2,5,4,2,1,2,4,5,2,1,5,1,4,2,1,1,2,2,2,1,2,4,5,2,1,4,1,4,2,1,2,5,4,1,12,37,35,52,20
1,1,4,5,1,5,1,4,5,1,2,1,1,3,2,5,1,2,4,1,5,1,5,1,1,2,1,1,4,1,5,1,1,1,1,5,1,5,1,1,3,1,1,1,4,2,1,1,1,1,5,1,2,1,1,2,1,1,2,5,42,12,28,29,20
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
2,3,5,4,2,2,4,5,3,3,4,4,4,1,2,4,5,4,4,2,2,5,5,2,4,4,3,4,2,4,4,4,4,4,2,4,5,4,2,3,2,4,4,2,4,2,5,5,3,4,5,4,4,2,4,2,2,4,1,2,37,48,52,30,36
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
4,4,1,5,2,2,2,2,4,4,4,4,1,4,4,4,4,1,4,3,2,2,1,4,2,2,4,1,4,4,4,2,1,4,4,2,2,1,3,4,4,4,1,5,2,4,3,1,4,2,2,2,1,4,2,5,2,1,5,4,39,35,13,50,37
2,4,4,2,2,2,4,4,2,4,2,4,4,2,4,2,4,2,2,4,2,5,4,2,4,2,4,2,2,4,4,4,3,2,4,4,4,4,2,2,2,4,4,2,4,2,4,4,2,4,4,4,3,2,2,2,4,4,1,4,30,49,42,23,42
2,5,4,2,3,2,5,5,1,5,4,5,5,1,2,2,5,2,2,4,1,5,4,1,4,4,5,4,2,4,2,5,3,2,4,2,5,4,4,4,3,5,5,2,4,2,5,5,3,5,1,5,4,1,4,4,5,5,1,3,29,60,50,22,46
5,4,4,4,5,5,5,5,1,5,5,5,2,1,5,5,5,2,2,4,5,4,5,1,5,5,4,2,4,5,5,5,2,1,4,5,5,5,1,2,5,5,4,4,5,5,5,5,1,5,5,5,5,1,5,5,5,2,2,5,60,57,43,23,55
1,1,1,5,2,1,2,5,5,2,1,1,1,5,2,5,2,1,5,2,1,1,1,5,1,4,1,2,5,2,4,2,1,5,2,1,2,2,4,2,5,1,1,5,4,2,2,2,5,2,5,1,1,5,2,1,1,1,5,2,31,17,19,59,25
5,4,4,2,4,4,5,5,2,5,5,5,4,2,4,4,5,2,2,4,4,5,4,2,4,4,4,2,2,4,4,5,1,2,4,4,5,4,2,4,5,5,4,4,4,5,5,4,2,5,4,5,4,1,4,5,4,4,2,4,53,57,42,25,50
2,4,1,5,2,2,3,2,4,5,2,4,1,4,4,4,4,1,4,4,1,2,1,5,2,2,3,1,5,4,3,1,1,4,3,2,3,1,4,4,4,3,1,5,2,3,3,1,4,2,2,2,1,4,2,4,4,1,4,4,31,36,13,52,38
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
1,3,1,5,2,1,3,1,4,3,2,4,1,4,2,3,3,1,3,3,1,4,1,5,3,1,3,1,4,3,3,2,1,3,3,2,3,1,4,2,1,3,1,5,2,2,4,1,4,2,2,3,1,4,2,1,2,1,4,2,20,37,12,49,29
2,3,2,3,1,2,3,2,4,2,2,2,4,3,1,3,3,4,3,1,2,4,2,3,2,3,3,2,2,2,3,4,4,3,2,2,3,4,3,2,2,3,4,2,2,2,3,2,3,2,2,4,4,3,2,2,2,3,2,1,27,37,37,34,20
4,4,1,4,3,2,2,1,4,1,4,2,1,4,4,4,2,1,1,4,2,2,1,4,2,2,4,1,4,4,4,2,1,2,4,2,2,1,4,3,4,4,1,5,2,4,2,1,4,2,2,2,1,4,2,4,2,1,4,4,38,30,12,44,35
1,2,4,4,2,2,5,4,4,2,2,2,5,2,2,2,2,5,4,2,2,5,2,2,2,2,2,4,2,2,2,3,5,4,2,2,5,4,2,2,2,2,5,1,2,2,2,5,2,2,2,5,5,2,2,2,2,4,1,2,23,37,52,30,24
1,5,2,5,5,4,5,4,2,5,4,5,1,1,5,4,5,1,4,5,1,5,5,2,5,4,4,2,4,5,2,5,1,1,1,4,5,2,1,1,4,5,2,4,5,4,5,5,5,5,4,5,1,2,5,5,4,2,4,5,41,58,28,35,52
1,1,4,5,1,5,1,2,5,1,2,1,1,4,1,4,1,1,4,1,5,1,4,1,1,2,1,1,5,2,5,1,1,4,1,5,1,4,1,1,1,1,1,5,3,1,1,1,1,1,5,1,2,1,2,1,1,1,4,1,37,12,23,40,16
1,2,3,4,2,1,3,2,4,1,2,2,3,2,1,1,2,4,4,2,1,5,2,4,2,2,2,4,3,2,2,2,3,4,2,2,4,2,4,2,1,2,3,2,2,1,2,4,4,2,2,2,2,4,2,1,2,4,2,1,17,30,36,41,21
