"item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12","item13","item14","item15","item16","item17","item18","item19","item20","item21","item22","item23","item24","item25","item26","item27","item28","item29","item30","item31","item32","item33","item34","item35","item36","item37","item38","item39","item40","item41","item42","item43","item44","item45","item46","item47","item48","item49","item50","item51","item52","item53","item54","item55","item56","item57","item58","item59","item60","NA","NA","NA","NA","NA"
1,4,4,4,2,2,5,3,3,5,5,3,4,2,3,1,5,5,4,4,1,5,5,4,4,3,4,5,3,5,1,5,4,5,5,3,4,4,4,5,1,2,5,2,5,1,5,4,5,5,1,4,5,4,5,2,2,3,2,2,22,48,51,42,50
1,4,5,3,5,4,5,5,3,2,2,2,5,3,4,1,5,4,4,5,4,4,4,2,5,4,1,4,3,5,1,4,5,4,5,3,4,5,5,4,1,2,5,2,2,1,5,5,5,5,3,4,5,5,3,2,2,5,3,4,27,42,57,42,49
2,4,3,2,1,1,5,2,2,4,4,4,4,2,3,1,4,3,2,2,1,5,2,2,1,2,4,2,2,1,1,4,3,2,4,3,5,4,4,1,1,5,4,2,2,1,4,4,3,4,1,4,4,4,2,2,3,4,2,2,20,51,39,29,27
4,5,4,2,4,3,5,2,2,2,2,5,4,2,4,2,4,4,3,4,2,5,4,4,2,2,4,3,2,2,1,4,3,4,2,3,5,4,2,4,4,3,4,2,3,2,4,4,2,1,2,4,5,2,2,2,4,4,3,1,29,52,45,30,31
2,4,4,3,4,2,4,2,2,5,4,2,4,2,4,1,4,4,4,5,2,4,4,2,4,4,4,2,2,4,1,4,3,4,4,1,2,4,4,4,4,4,4,2,5,2,3,4,5,4,3,4,3,3,4,4,4,2,4,4,30,43,40,37,51
2,4,5,4,4,2,4,4,3,5,3,1,5,3,4,4,5,5,5,5,2,2,4,2,5,4,2,5,4,4,1,5,5,5,4,3,2,5,2,5,2,2,5,2,5,4,2,5,5,1,2,2,5,3,4,4,3,5,2,5,33,34,58,40,51
2,4,5,4,4,4,4,2,4,4,2,1,4,1,2,2,3,4,4,4,1,2,5,2,2,4,4,2,2,2,2,2,5,4,4,4,2,4,1,4,2,2,4,2,4,1,2,4,5,4,2,4,4,1,4,4,2,5,1,4,30,32,48,31,42
5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,4,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,60,60,60,16,59
4,4,4,1,5,5,4,4,1,5,5,4,5,1,5,4,5,5,2,5,4,4,4,1,5,2,4,2,1,5,4,4,2,2,5,5,4,5,1,5,1,4,4,2,5,5,4,2,1,5,2,4,5,1,5,5,4,2,1,5,46,49,44,15,60
1,2,2,2,4,4,4,1,5,5,1,1,5,2,2,1,2,2,4,4,4,4,2,2,4,2,4,2,2,2,1,2,2,5,4,2,1,4,2,4,2,2,5,2,4,1,1,2,4,4,4,2,4,2,5,1,2,2,2,2,24,27,33,34,44
2,3,2,3,4,1,4,2,5,3,2,2,5,5,3,1,3,3,4,4,1,4,2,4,2,2,2,3,3,4,2,3,2,5,4,2,3,4,4,3,2,2,4,3,4,2,3,3,4,4,2,3,4,5,2,2,2,3,4,3,21,34,37,49,40
1,3,3,3,5,1,5,3,4,5,3,4,5,4,4,1,5,3,5,5,1,5,2,5,4,2,2,3,4,5,1,5,2,5,5,2,5,4,5,5,2,1,5,4,5,1,4,3,3,4,2,5,4,5,5,2,1,4,4,5,19,45,41,51,57
4,5,4,3,4,1,5,4,2,4,4,5,5,1,4,3,1,3,4,4,2,5,3,2,4,4,4,4,3,3,3,4,4,3,4,3,4,4,2,4,3,4,4,3,4,3,5,5,5,3,3,5,4,4,4,3,4,4,2,3,36,51,48,34,45
2,5,5,4,5,2,4,4,2,5,4,2,5,4,4,1,5,4,4,5,2,4,4,2,4,4,4,4,4,4,1,4,5,4,4,3,4,5,4,5,3,2,5,4,4,2,4,5,4,4,2,4,5,2,4,4,4,5,4,4,30,46,56,42,52
4,4,5,1,5,3,5,3,1,5,2,5,5,2,5,1,5,5,4,5,4,5,2,1,5,3,5,5,1,5,2,4,5,1,5,2,5,5,1,4,4,4,4,1,5,4,5,5,4,5,5,5,5,1,5,4,5,5,2,5,38,57,54,20,59
3,5,5,1,5,1,5,5,1,5,5,5,5,1,5,2,5,5,3,5,2,5,5,1,5,5,5,5,1,5,3,5,5,5,5,4,5,5,1,5,5,5,5,1,5,3,5,5,4,5,2,5,5,1,5,5,5,5,1,5,40,60,60,21,60
2,5,2,2,5,1,5,2,2,3,4,5,5,2,5,1,5,2,4,5,2,5,2,2,4,4,5,2,4,5,1,5,4,2,5,2,5,4,2,5,5,2,5,1,5,1,5,4,4,4,5,5,5,4,5,5,4,4,2,5,33,56,41,31,56
4,4,2,1,2,4,5,2,1,5,4,5,5,1,3,4,4,2,1,1,4,5,2,1,5,5,4,5,1,5,5,5,2,1,1,2,5,5,1,2,4,5,5,1,5,4,4,2,1,1,4,5,4,1,4,5,5,5,1,3,49,56,41,12,37
4,5,4,4,4,1,5,4,4,5,2,2,4,5,5,4,5,4,5,4,1,5,4,4,5,2,4,4,4,5,1,5,5,5,4,4,4,4,5,4,2,5,4,4,4,4,3,5,5,5,1,5,4,5,4,2,5,2,4,4,28,53,48,54,53
4,5,5,1,5,2,5,5,3,4,5,5,5,2,4,2,5,4,2,4,3,5,4,1,5,5,5,4,1,5,4,4,4,1,4,2,5,4,1,4,3,4,5,1,5,3,5,5,4,5,3,5,4,1,5,4,5,5,1,4,40,58,54,19,54
5,5,5,1,5,5,5,5,1,5,5,5,5,1,4,4,5,5,1,5,1,5,5,1,5,5,5,5,1,5,2,5,5,1,5,4,5,5,1,5,4,5,5,1,5,2,5,5,4,5,4,5,5,1,5,4,4,4,1,5,45,59,59,15,59
1,5,2,2,1,1,5,2,1,5,5,5,4,1,5,1,5,5,2,5,1,5,5,1,5,5,5,1,1,5,1,5,2,4,2,3,5,5,1,5,3,5,2,2,5,4,5,4,1,1,1,5,5,3,5,5,5,3,1,5,31,60,40,20,49
5,5,5,1,1,1,5,5,1,3,5,5,5,1,4,5,1,5,1,1,1,5,5,1,5,5,5,5,1,3,5,5,5,1,3,3,5,5,1,3,5,5,5,1,5,4,5,5,1,1,1,5,5,1,1,5,5,5,1,4,45,56,60,12,34
4,5,2,4,5,4,5,4,2,4,4,4,4,2,4,4,1,4,4,4,4,2,2,4,4,2,5,2,4,4,4,5,4,5,4,4,3,4,4,4,2,4,4,4,4,5,5,5,5,4,4,5,4,4,4,4,4,2,4,4,45,48,41,46,49
4,5,4,2,4,3,5,3,2,4,4,4,5,2,4,4,4,4,3,4,4,4,2,2,3,2,5,4,1,4,4,5,4,4,4,2,4,4,2,4,3,2,5,1,4,4,4,4,2,4,3,5,4,2,3,4,2,2,2,4,41,49,45,25,46
4,5,4,4,4,4,5,4,2,4,4,4,5,4,4,4,4,4,4,5,4,4,4,2,5,4,4,4,2,5,4,4,4,4,5,4,5,4,4,4,3,5,4,2,5,5,4,4,4,5,2,5,5,2,4,4,4,5,4,4,46,53,51,38,54
4,4,4,2,2,4,4,2,1,4,4,4,4,2,4,4,5,4,2,2,3,5,2,2,4,2,5,4,2,2,4,4,4,1,2,4,4,3,2,4,3,2,4,2,4,4,5,5,5,2,2,4,4,3,4,4,3,4,1,2,42,49,44,25,36
4,5,5,1,5,4,5,3,2,5,4,4,5,2,4,5,5,4,2,5,4,5,5,1,5,3,3,4,1,5,5,5,5,1,5,4,5,5,1,4,4,2,5,1,5,5,4,5,2,5,5,5,5,1,5,5,4,3,2,5,52,52,54,17,58
4,5,5,3,4,2,5,3,4,4,5,5,5,2,2,2,1,5,4,4,1,5,2,2,4,5,5,4,2,2,2,5,5,5,4,3,5,5,3,2,4,5,5,2,4,3,5,5,5,3,2,5,5,3,4,4,5,4,2,2,37,56,53,37,39
5,2,4,2,5,5,5,4,2,5,5,2,4,2,4,4,2,4,2,5,5,4,4,1,5,4,2,4,1,5,5,2,2,2,5,5,4,5,2,5,2,1,4,2,5,5,1,2,4,5,5,5,5,2,5,4,1,4,1,4,54,31,46,23,58
2,1,5,1,2,5,3,5,1,5,3,1,5,2,5,1,5,4,5,2,5,1,5,3,5,5,1,5,2,5,1,3,4,1,4,5,1,5,1,5,3,1,5,1,5,3,1,5,2,2,5,3,5,2,5,1,1,2,2,5,39,22,55,23,50
1,4,2,1,3,1,5,2,2,4,3,5,4,2,3,1,4,3,2,4,1,5,2,1,4,4,3,3,2,4,1,3,3,4,4,3,5,4,2,3,2,5,4,2,4,1,4,5,4,4,1,5,3,2,4,2,4,2,2,3,21,52,37,26,44
1,5,2,4,3,1,5,2,4,4,2,3,5,2,4,1,5,4,4,5,1,5,2,4,3,2,4,2,2,2,1,5,2,5,5,4,4,4,5,4,1,3,5,2,5,1,5,5,5,5,1,5,4,5,4,2,4,4,2,3,18,53,41,44,47
4,4,2,1,5,3,5,5,1,5,5,5,5,1,5,5,5,4,2,4,3,5,5,1,5,5,2,4,1,5,5,5,5,1,5,5,5,5,1,5,5,2,5,1,5,3,4,4,2,4,5,4,5,1,5,5,2,5,1,5,53,48,54,14,58
4,5,4,1,4,4,5,4,2,5,2,4,4,1,4,3,5,3,3,5,4,4,4,1,5,5,4,3,1,4,3,4,3,2,5,4,3,4,2,4,4,3,4,1,4,3,4,4,1,4,5,4,5,2,5,2,4,3,1,4,43,49,45,18,53
3,5,4,2,4,2,4,4,1,4,4,4,4,1,4,2,5,4,2,5,2,4,4,2,4,4,4,4,2,4,2,4,4,2,4,4,4,4,1,4,4,4,4,2,5,2,5,5,2,5,4,4,4,1,4,2,4,4,2,4,35,51,49,20,51
2,4,4,2,2,2,5,4,2,4,2,2,5,4,2,1,4,4,5,2,1,5,5,5,5,4,5,4,4,2,2,4,4,4,2,2,4,4,4,3,4,2,4,2,2,2,4,4,4,2,2,4,4,4,2,2,4,4,4,2,26,47,50,44,30
2,5,3,4,3,1,5,3,2,4,4,5,4,1,4,1,5,3,3,5,2,5,4,2,5,4,5,4,2,3,1,4,3,4,4,3,5,4,2,4,3,5,5,2,4,1,5,3,5,5,3,5,4,2,4,4,5,5,2,4,29,59,45,31,49
4,4,5,3,2,4,4,3,2,3,2,2,5,2,3,4,5,5,3,3,4,4,5,1,4,4,4,4,2,2,3,4,5,4,4,4,2,5,2,2,2,2,4,2,3,3,3,5,4,4,4,4,5,2,4,2,4,4,2,3,40,42,55,29,37
4,5,4,4,4,2,5,4,4,5,5,2,5,2,1,2,5,4,4,4,2,5,4,2,4,4,2,4,2,4,2,4,4,5,5,1,2,4,4,5,2,2,5,2,5,4,4,4,5,5,2,5,5,2,4,5,2,4,2,2,35,43,51,38,48
2,4,3,1,2,3,5,2,2,5,4,2,4,3,4,1,5,5,3,4,4,4,2,2,4,2,4,4,2,3,1,4,3,2,4,3,4,4,2,4,3,2,4,2,2,2,3,4,4,3,2,5,5,2,5,4,3,4,2,3,31,45,44,27,43
2,2,3,2,4,4,4,4,2,5,2,2,4,2,3,2,3,4,4,4,4,2,4,2,4,3,2,2,2,4,2,4,2,2,4,4,2,4,2,4,2,2,4,2,4,2,2,4,3,5,4,4,4,2,4,2,2,3,2,4,33,31,42,27,49
1,2,5,4,2,4,4,5,4,4,2,1,5,5,4,4,4,4,5,2,2,2,4,4,1,1,2,4,4,4,1,2,4,5,2,2,1,4,4,2,1,2,4,4,4,4,2,5,4,1,4,4,5,2,1,2,2,4,4,4,28,28,53,49,31
1,5,5,2,5,1,5,2,2,5,5,2,5,1,5,1,5,5,1,5,1,5,4,5,5,2,5,4,1,5,1,5,5,2,5,3,5,5,4,5,2,1,5,1,5,1,5,5,4,5,1,5,5,4,5,4,2,4,1,5,23,50,54,28,60
4,5,4,2,4,3,5,2,2,4,4,2,5,2,4,4,4,2,2,4,2,5,5,1,1,4,4,4,2,4,4,5,2,4,4,3,4,4,2,2,4,2,4,2,3,2,5,3,3,4,2,5,5,2,3,4,3,4,2,3,40,49,44,26,40
1,5,4,4,3,5,5,4,2,5,4,3,5,3,4,1,5,4,5,5,2,5,4,2,5,5,5,4,3,5,1,4,4,5,5,4,5,5,2,5,5,2,5,2,5,2,5,5,3,4,1,5,5,5,5,3,3,4,2,4,34,52,53,38,55
4,2,5,4,5,4,5,2,5,5,2,3,4,4,5,2,2,5,4,4,4,5,2,2,4,3,2,5,4,5,2,4,5,4,4,4,5,4,5,4,2,2,4,2,5,3,2,5,4,2,5,5,5,5,4,3,1,2,4,4,38,38,48,47,51
1,5,4,1,5,1,5,5,5,5,2,5,5,1,4,1,5,4,2,5,1,5,4,2,5,2,5,4,1,5,1,5,4,2,5,1,5,5,5,4,2,4,5,1,5,1,5,5,3,5,1,5,5,5,5,1,3,5,1,4,15,57,55,29,57
2,5,5,1,5,2,5,5,1,5,4,4,5,3,5,4,1,5,2,5,3,5,5,2,5,2,4,5,1,5,2,5,5,1,5,3,5,5,2,5,3,2,5,1,5,4,5,5,1,5,4,5,5,4,5,4,2,5,1,4,37,48,60,20,59
2,3,4,1,3,2,4,2,1,5,1,4,4,1,3,1,2,4,2,3,2,4,3,2,4,3,4,3,1,2,2,3,3,1,3,3,3,4,1,3,3,2,4,1,4,2,2,3,1,2,2,4,4,1,3,3,3,3,1,3,26,38,41,14,38
2,5,4,2,2,1,5,5,3,3,4,3,5,3,4,2,1,4,2,4,3,5,4,1,2,2,4,3,1,3,2,4,3,2,4,3,3,4,1,2,3,2,4,3,3,3,5,5,1,3,2,5,5,1,3,3,4,5,2,3,30,46,51,22,36
2,5,2,2,2,1,5,2,4,5,4,5,4,1,4,1,5,2,4,3,1,5,2,5,5,4,5,2,2,4,1,5,2,4,5,2,4,4,5,4,2,5,4,2,5,2,4,1,2,5,1,4,4,4,5,4,4,2,2,4,25,56,31,37,51
2,5,4,1,4,4,5,5,3,5,2,5,5,1,3,5,5,4,4,4,4,5,4,1,5,5,5,4,1,4,5,4,4,1,5,2,5,5,1,4,4,2,5,2,5,4,5,5,1,4,5,5,5,1,5,3,2,4,4,4,45,53,54,21,52
2,4,4,2,2,2,4,5,2,2,2,4,4,2,2,1,4,4,2,2,2,5,4,2,2,4,4,4,2,2,2,4,4,4,4,2,4,4,1,2,4,4,4,2,2,1,5,4,2,2,2,4,4,1,2,2,4,4,3,2,26,50,49,25,26
5,5,5,1,5,1,5,5,1,5,4,5,5,1,4,5,5,5,1,5,1,5,5,1,3,5,3,5,1,4,5,5,5,1,4,3,5,5,3,3,4,5,5,1,5,5,5,5,1,5,1,5,5,3,4,5,5,5,1,5,44,58,60,16,52
4,5,4,3,4,2,5,5,3,4,4,5,4,2,4,2,5,4,4,5,4,5,4,3,4,2,5,4,2,5,2,5,4,5,5,2,5,5,4,4,3,4,3,2,4,2,5,4,4,5,2,5,4,3,5,4,5,5,3,4,33,59,50,38,53
2,5,5,1,5,5,5,5,1,5,5,5,5,1,5,1,5,5,2,5,5,5,5,1,5,5,5,5,1,5,4,5,4,4,5,4,4,5,1,5,4,2,5,1,5,2,3,4,3,5,5,5,5,1,5,5,5,2,1,5,47,54,55,18,60
4,4,1,1,5,3,3,1,3,5,1,2,5,1,4,2,5,2,2,5,3,2,4,2,5,4,4,1,1,5,1,4,1,1,5,4,1,5,2,4,1,2,4,1,5,4,1,5,2,5,5,3,4,2,5,1,3,1,1,4,33,34,34,19,57
5,4,2,1,5,2,5,5,1,5,2,5,4,1,4,5,5,1,1,5,1,5,4,1,5,5,5,2,2,5,5,5,2,1,4,2,5,4,1,5,5,5,4,2,5,5,5,5,1,5,1,5,4,1,4,5,5,2,1,4,43,59,39,14,56
5,5,5,1,3,4,5,5,1,5,4,4,5,2,5,5,2,4,1,4,4,4,4,1,5,5,4,5,1,5,5,4,4,1,5,5,5,5,2,4,4,4,5,2,4,4,5,5,1,5,4,4,5,2,1,4,4,5,1,4,53,50,57,16,50
4,3,5,1,3,5,5,1,5,5,5,1,5,2,4,5,2,5,2,1,5,3,5,1,3,3,1,5,1,3,3,3,5,1,3,3,3,5,2,4,4,1,5,1,5,5,3,5,1,1,5,4,5,1,3,4,1,5,1,4,51,30,56,19,39
4,5,4,2,4,5,4,4,2,4,3,4,4,2,4,2,2,5,4,5,5,4,3,2,4,2,5,4,1,5,2,4,3,2,5,3,4,4,2,4,4,4,4,1,5,4,4,4,4,3,3,5,4,2,4,5,4,4,2,4,42,49,47,26,51
2,5,3,3,5,1,5,4,4,5,3,5,4,2,4,1,5,2,4,5,1,5,2,5,5,3,5,2,2,5,1,4,2,5,5,3,5,4,4,5,2,4,4,2,5,2,5,5,5,5,2,5,3,4,5,2,4,3,1,5,23,57,38,41,59
2,4,1,2,1,4,5,2,1,4,1,2,3,4,5,1,2,5,4,3,5,2,1,2,1,2,5,2,2,1,1,4,4,5,2,2,1,4,3,5,4,2,5,2,3,5,2,1,2,1,1,4,4,5,2,4,4,1,4,4,32,37,33,36,32
4,5,5,1,4,3,5,5,1,5,5,5,5,1,5,2,5,5,1,4,4,5,5,1,4,4,5,5,1,4,2,5,5,2,4,4,5,5,1,5,4,5,5,1,5,3,5,5,1,4,3,5,5,1,3,5,5,5,1,5,43,60,60,13,52
2,5,2,4,4,1,5,4,2,4,4,4,5,2,4,1,5,4,4,4,1,5,4,4,2,2,4,4,2,4,1,5,2,4,4,2,5,4,2,2,1,4,4,4,4,2,5,4,4,3,2,5,4,1,3,4,4,5,2,4,23,56,46,35,42
4,5,5,4,4,2,5,5,3,4,4,4,5,4,2,2,5,4,4,3,2,5,2,2,2,2,5,4,4,4,2,5,5,5,5,2,4,5,5,5,4,4,5,2,3,4,4,5,4,4,2,5,5,4,4,4,5,4,4,2,34,56,54,45,42
