"item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12","item13","item14","item15","item16","item17","item18","item19","item20","item21","item22","item23","item24","item25","item26","item27","item28","item29","item30","item31","item32","item33","item34","item35","item36","item37","item38","item39","item40","item41","item42","item43","item44","item45","item46","item47","item48","item49","item50","item51","item52","item53","item54","item55","item56","item57","item58","item59","item60","NA","NA","NA","NA","NA"
1,4,4,2,3,1,5,2,4,3,1,3,4,3,2,1,3,4,4,3,1,5,1,3,1,1,3,4,3,3,1,4,3,4,3,3,5,1,3,4,1,3,4,2,3,1,3,4,4,4,1,4,3,3,3,1,3,4,3,3,14,45,38,38,35
3,3,5,2,2,3,5,5,2,3,3,5,5,1,4,3,3,5,3,3,3,5,1,2,3,5,3,4,1,3,3,5,5,2,3,3,3,5,3,3,4,3,5,2,3,2,3,1,3,4,5,5,5,3,3,4,3,5,2,3,41,46,51,26,37
5,3,5,4,4,5,5,5,1,5,5,5,2,1,4,5,5,2,1,4,4,4,5,2,4,5,4,4,2,3,5,4,2,1,3,4,5,5,1,3,5,5,3,3,4,5,5,5,1,4,5,3,5,1,4,5,3,4,1,5,58,51,47,19,47
3,5,2,2,3,4,5,3,1,4,3,4,5,2,4,3,5,4,4,1,2,5,2,2,1,4,4,4,1,3,2,5,4,4,5,3,5,5,3,4,4,4,5,2,4,4,4,2,3,2,2,4,5,3,3,4,5,4,2,4,38,55,45,29,38
3,4,4,2,4,3,5,4,2,5,4,4,2,2,4,4,4,2,2,4,2,4,4,2,3,4,4,4,2,2,4,4,2,2,4,3,4,3,3,4,4,4,3,3,2,3,4,4,2,4,4,4,3,3,3,4,4,4,2,4,42,49,39,27,43
2,4,4,4,3,4,5,3,2,3,3,4,4,4,3,3,3,4,4,3,3,3,2,4,4,3,3,4,2,4,3,4,3,5,4,3,3,4,4,5,2,3,4,3,3,3,4,4,4,3,4,3,4,4,3,1,4,4,4,3,34,43,44,44,41
4,5,1,3,3,4,5,1,1,4,3,3,1,4,3,3,4,1,4,5,3,5,1,3,1,1,4,2,3,3,2,3,1,1,5,3,4,1,3,4,2,3,1,4,4,5,4,1,1,4,1,3,2,3,3,2,5,2,4,4,33,48,15,34,43
1,3,2,2,1,4,4,2,5,3,3,3,4,3,2,2,3,4,4,1,2,5,2,2,1,2,4,3,1,1,2,4,4,4,1,2,4,5,4,2,3,3,4,1,2,1,3,2,2,1,1,4,4,3,1,2,3,3,2,2,25,43,39,33,18
1,4,2,5,4,4,5,4,5,3,3,3,3,4,4,4,5,4,5,3,2,2,2,5,3,3,4,4,5,3,2,4,4,5,4,3,4,4,3,5,4,2,4,4,4,3,5,4,4,5,4,3,4,3,3,3,3,2,4,4,36,44,41,52,45
3,3,4,2,3,3,5,3,2,4,3,3,4,3,4,2,3,4,3,4,3,4,3,2,3,3,4,4,2,3,3,4,4,3,4,3,3,4,3,3,2,3,4,2,3,3,3,4,2,3,3,4,4,3,3,3,4,4,2,3,34,43,46,29,40
4,4,4,2,4,4,5,4,2,5,4,3,3,3,4,4,3,2,3,4,3,3,3,2,4,4,4,4,3,4,5,4,4,2,4,3,4,5,2,3,4,4,4,3,3,4,5,3,2,4,4,5,4,3,3,4,4,4,3,4,47,48,44,30,46
2,3,2,5,3,4,4,4,5,4,2,3,1,5,4,3,4,2,4,3,4,2,2,5,3,3,3,2,5,4,2,3,2,4,4,3,3,3,4,4,3,3,3,4,4,3,3,3,4,4,4,3,3,4,3,1,2,3,4,4,34,36,30,53,44
2,4,2,3,4,2,4,2,3,3,3,4,2,3,2,3,4,2,3,3,2,4,2,3,3,2,4,2,4,3,3,3,2,2,3,3,4,2,3,4,2,3,2,3,3,3,4,2,3,4,2,3,2,3,3,2,3,2,3,3,29,44,24,36,38
3,5,3,2,3,3,5,5,1,5,3,4,5,3,4,3,5,3,3,3,3,4,4,1,3,4,5,1,1,4,3,5,5,3,4,3,1,4,3,4,4,5,5,2,3,3,5,5,3,4,3,5,5,3,3,3,5,5,2,3,38,54,50,27,43
2,2,4,4,3,4,3,2,4,3,3,2,2,3,4,3,3,2,3,3,4,2,2,4,2,4,2,4,4,3,2,2,2,2,3,2,2,4,3,3,3,2,2,3,4,2,4,4,3,2,4,2,3,3,2,2,2,2,3,4,35,28,33,39,36
4,4,1,2,4,4,5,2,3,5,4,3,2,4,4,3,4,1,3,5,3,3,1,3,4,2,4,2,3,3,3,4,1,2,4,3,4,2,3,4,2,3,2,4,3,5,3,2,2,4,1,4,2,3,3,4,4,2,4,4,38,45,20,36,47
4,4,4,2,3,2,5,4,2,4,4,4,4,2,4,3,4,3,2,4,2,4,4,2,4,4,4,4,2,3,3,4,4,2,4,3,4,4,3,4,3,4,4,2,4,3,4,4,2,4,4,4,4,3,3,4,4,4,2,4,39,49,47,26,45
2,4,4,4,4,2,4,3,4,4,2,4,4,3,2,1,4,4,3,4,2,4,2,3,2,2,4,4,2,3,2,4,4,4,3,2,4,3,4,4,2,3,4,2,3,2,4,4,4,4,4,4,2,4,4,2,3,4,2,2,25,46,42,39,39
3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,37
2,4,4,2,4,3,5,4,2,5,4,4,3,2,4,3,4,3,2,5,2,4,4,2,3,4,4,4,2,4,4,4,3,2,5,3,5,4,2,4,3,4,4,3,4,2,4,4,3,4,4,4,4,3,3,4,4,4,2,4,38,50,45,27,49
3,4,2,2,1,4,5,2,1,5,3,4,4,3,2,2,4,4,4,1,2,5,2,2,2,2,4,3,1,2,2,4,4,4,1,3,5,5,3,4,3,3,4,2,2,1,4,2,3,2,2,5,5,4,2,3,4,4,3,1,30,51,41,32,25
5,5,2,1,1,4,5,2,1,2,1,4,5,4,2,1,4,2,4,1,2,5,2,1,1,1,5,2,1,1,3,5,5,5,3,2,5,5,3,1,3,1,5,2,1,5,3,5,1,1,1,5,5,3,1,5,5,4,5,2,33,52,44,31,17
2,1,2,1,3,5,1,2,5,3,3,1,3,3,5,3,1,4,4,5,5,1,3,2,1,4,2,4,1,4,3,1,5,4,3,4,1,5,3,5,3,1,3,1,4,4,1,4,4,4,4,1,4,3,1,2,3,4,4,5,42,15,43,35,43
3,5,4,2,1,4,5,4,2,5,4,3,2,3,4,4,5,3,2,5,3,4,4,2,4,4,4,4,2,1,4,4,2,2,5,3,4,4,2,5,4,4,3,3,4,3,4,4,3,5,4,5,4,3,4,4,4,4,3,5,44,51,42,29,48
2,3,3,3,4,2,4,2,4,3,2,4,4,4,2,2,3,3,3,3,2,4,2,4,2,2,4,4,2,3,2,3,3,4,3,2,4,2,4,4,2,3,3,3,3,2,4,4,4,2,2,3,2,4,3,2,3,4,3,3,24,42,36,42,35
2,4,4,2,4,4,5,4,2,5,4,4,3,2,5,3,4,4,2,5,3,4,4,2,4,4,4,4,2,3,4,4,4,2,5,3,4,5,3,5,4,4,4,2,4,2,4,4,2,4,4,4,4,3,3,4,4,4,2,5,41,49,48,26,52
5,3,5,4,4,4,5,5,1,5,5,5,3,1,4,5,5,2,1,4,4,4,5,2,4,5,4,4,2,4,5,4,4,1,5,4,5,5,1,3,5,5,5,3,3,4,5,5,1,3,5,4,5,1,3,5,4,4,1,5,56,53,52,19,47
2,2,4,3,3,4,3,4,2,4,3,3,4,3,4,3,2,4,3,3,4,3,2,2,2,4,3,4,2,3,3,2,4,2,3,3,4,5,3,4,3,2,4,2,4,2,3,4,2,2,4,3,4,3,2,2,3,4,3,4,37,33,47,30,38
2,3,5,3,2,3,5,5,2,4,3,4,5,1,3,3,4,5,2,3,2,5,5,2,2,4,4,4,2,4,4,4,5,2,3,4,5,5,2,3,3,4,5,2,4,2,4,5,2,4,1,5,5,2,2,3,3,5,2,2,34,50,59,24,36
2,1,2,4,3,5,1,2,4,3,3,1,1,3,3,3,1,1,5,3,5,1,1,5,1,2,2,2,5,3,3,1,2,4,3,1,2,1,3,4,3,2,1,3,4,3,1,5,1,3,1,1,2,5,2,2,1,2,4,3,33,15,22,46,35
3,5,2,2,1,4,5,2,1,5,3,4,5,3,1,2,5,5,3,1,2,5,2,1,1,2,5,2,1,1,3,5,5,3,1,3,5,5,4,1,1,3,5,2,1,5,4,5,1,1,2,5,5,3,1,5,4,4,4,1,35,55,47,28,16
3,4,4,2,3,3,5,4,2,4,3,4,4,2,3,3,3,4,3,3,2,4,4,2,2,3,4,4,2,3,4,4,4,2,3,3,4,4,3,3,3,3,4,2,3,2,4,4,3,4,4,4,4,3,2,3,3,4,2,3,36,46,48,28,36
2,1,4,3,3,5,2,2,5,3,3,4,2,4,5,3,1,3,4,5,4,1,2,4,1,2,2,4,3,3,2,5,2,5,3,1,1,4,3,4,3,1,1,3,4,2,1,1,4,4,4,2,3,3,1,1,1,4,2,4,32,22,32,43,40
1,1,2,5,3,4,1,2,5,3,3,4,3,3,4,3,1,4,4,1,5,1,2,2,1,2,1,1,1,3,3,1,3,1,1,1,1,5,3,3,3,1,1,2,3,3,1,5,2,2,4,1,4,3,1,1,1,4,4,5,33,15,36,35,30
3,5,1,3,3,4,3,1,4,5,3,3,1,4,3,3,4,1,4,3,2,3,1,5,4,1,4,2,3,3,3,3,1,1,3,3,4,1,3,3,3,3,1,3,3,1,4,1,4,4,1,4,1,3,2,3,4,1,4,3,30,44,13,41,39
1,3,2,1,1,2,5,1,5,1,1,2,5,1,1,1,4,5,4,1,2,5,2,1,1,1,4,2,1,1,1,3,5,1,1,3,5,5,3,1,3,2,4,1,1,5,4,5,1,1,1,4,4,3,1,2,3,5,1,1,23,44,45,23,12
3,4,4,1,3,3,5,3,1,5,3,3,5,3,4,3,3,4,3,3,3,5,3,1,3,3,5,4,1,3,3,5,4,1,5,3,3,5,3,3,2,3,5,1,3,3,3,5,1,3,5,5,5,3,3,2,5,4,3,4,36,49,51,22,42
3,4,4,1,3,3,5,3,2,4,2,3,5,1,4,3,3,4,1,3,3,3,3,1,3,3,4,4,1,3,3,5,4,3,4,3,5,5,3,3,2,3,5,1,3,2,3,4,1,3,4,5,4,3,3,2,4,5,1,3,33,47,50,19,39
3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,38,36,36,38
3,3,3,2,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,5,3,3,3,3,3,3,3,3,3,3,3,4,5,3,3,3,3,3,3,3,36,40,39,35,40
5,4,4,4,4,4,5,5,1,5,5,3,2,1,4,5,5,2,1,5,4,4,5,2,4,5,3,4,2,4,5,5,4,2,4,4,5,5,1,3,5,5,5,3,4,5,5,5,4,4,5,5,5,1,4,5,5,4,2,4,57,54,50,24,49
3,5,5,1,3,3,5,3,1,4,2,3,4,3,4,2,3,3,3,5,2,5,3,1,2,3,5,3,1,3,3,5,4,3,5,3,5,4,3,3,2,3,5,1,3,3,3,4,1,3,3,5,3,3,3,3,5,4,3,3,32,52,45,24,41
1,4,2,4,3,1,4,1,5,3,1,4,4,4,2,1,4,3,4,3,1,5,1,5,1,1,4,4,2,3,2,3,2,5,3,5,4,2,5,4,2,2,3,3,4,1,4,4,5,4,1,2,2,5,2,1,2,4,4,2,18,42,32,51,34
5,3,4,2,4,5,5,5,1,5,5,4,2,1,4,5,5,2,1,4,4,4,5,1,4,5,4,4,1,4,5,5,3,1,4,4,5,5,1,2,5,5,4,3,4,5,5,5,1,5,5,4,5,1,4,5,4,3,2,4,58,53,47,16,48
2,4,4,1,3,3,5,4,1,4,2,4,5,5,4,3,3,3,3,4,2,5,4,2,3,3,5,4,1,3,3,5,4,3,4,3,5,4,3,3,2,4,5,1,3,3,5,4,1,3,4,5,3,3,3,3,4,1,2,3,33,54,45,26,40
2,4,1,3,3,2,4,2,3,4,2,3,1,4,4,3,4,1,3,5,2,3,1,3,1,1,4,2,2,3,3,3,1,4,3,3,4,1,4,3,2,3,1,3,4,4,3,1,2,4,1,4,1,4,4,2,4,2,4,4,27,43,15,39,42
2,1,2,4,2,5,2,2,4,3,3,2,2,4,4,3,2,3,4,3,5,1,1,2,1,2,2,2,2,3,2,2,3,2,3,1,2,5,2,4,3,1,2,1,3,2,3,5,1,2,1,2,4,3,2,2,2,4,3,4,31,22,35,32,34
5,5,2,3,3,4,5,3,1,5,4,3,2,4,4,3,4,2,4,5,2,4,4,3,4,3,4,4,2,4,2,4,2,2,5,3,3,2,3,4,5,3,2,4,4,4,4,2,2,4,4,3,2,3,4,5,4,3,4,5,44,46,30,35,51
2,3,5,2,2,3,5,5,2,3,3,3,4,2,3,3,3,4,3,3,3,3,4,2,2,4,3,4,2,3,3,4,4,3,3,3,3,4,3,3,4,3,4,2,3,3,3,4,3,3,5,4,4,3,3,3,3,4,2,3,39,40,50,29,34
2,5,4,2,5,4,5,4,2,5,4,4,2,2,5,4,5,4,2,5,2,4,5,2,4,4,5,4,2,1,4,4,4,2,5,4,1,3,2,5,3,4,4,3,4,2,5,4,3,1,4,4,4,3,3,5,4,4,2,5,42,50,46,27,48
3,3,3,2,2,3,5,2,2,2,3,4,4,3,2,3,3,2,3,2,3,5,2,2,1,3,4,3,3,2,3,4,4,2,2,3,4,4,3,2,3,4,4,3,2,4,3,4,2,1,2,4,4,3,2,2,4,4,2,2,35,47,40,30,22
2,4,4,1,3,2,5,3,2,4,3,3,4,5,4,3,3,2,2,4,2,5,3,1,2,3,5,4,1,3,3,5,3,3,3,3,5,4,3,3,2,4,4,2,3,3,3,4,1,3,3,5,4,3,3,3,5,4,3,3,32,52,43,27,38
1,1,2,5,2,1,4,2,5,1,1,4,3,4,2,1,4,4,4,1,1,5,1,5,1,1,3,3,2,4,2,1,3,4,3,1,5,1,4,3,1,2,1,2,2,1,4,5,4,1,1,2,4,5,1,1,1,4,2,1,13,36,33,46,22
2,4,4,3,4,4,5,5,2,4,4,4,5,3,4,4,5,5,3,4,3,5,2,2,4,3,4,4,2,4,3,4,5,2,3,4,5,5,3,4,4,4,5,2,3,2,5,1,2,4,5,5,5,1,3,4,3,1,2,4,42,53,47,27,45
4,5,2,3,4,3,5,1,3,5,2,3,2,4,5,3,5,1,3,5,2,5,1,3,1,1,5,2,3,2,2,3,5,5,5,3,4,2,3,4,2,3,2,3,4,5,3,2,4,4,2,3,2,3,2,3,4,4,4,5,32,48,26,41,46
4,5,4,2,3,2,5,4,2,5,4,4,4,3,4,3,1,4,2,5,2,5,4,2,3,4,5,4,2,3,4,5,4,2,4,3,1,4,2,4,3,4,5,2,4,3,5,5,2,4,4,5,4,3,3,4,5,4,2,4,40,50,50,26,46
4,3,4,3,4,4,5,4,2,4,4,3,3,3,4,4,3,2,3,4,4,3,3,2,4,3,3,4,3,4,4,4,3,2,4,3,4,4,2,3,4,4,4,3,3,4,4,5,2,3,5,3,4,1,3,4,4,4,2,4,47,43,44,28,44
4,5,4,2,3,4,5,5,1,4,3,4,5,3,4,3,5,4,3,5,2,5,5,1,4,4,5,4,1,4,4,5,4,3,4,3,5,5,3,4,4,5,5,2,3,3,5,5,2,4,5,5,5,3,3,4,5,4,2,4,43,59,55,26,46
3,4,4,2,4,3,5,4,2,4,4,3,4,3,4,3,3,4,3,4,3,1,3,2,3,4,4,4,2,3,4,4,4,3,3,3,4,4,3,4,3,3,4,2,3,2,3,4,2,4,4,5,4,3,3,3,4,4,2,3,39,43,47,29,42
3,1,1,3,3,5,1,2,5,3,1,1,1,4,5,3,1,2,4,3,5,1,3,5,1,1,2,2,1,4,3,1,1,3,3,1,1,5,3,3,3,1,1,3,4,3,1,1,1,4,2,1,3,3,1,1,1,2,5,3,31,13,24,40,37
3,4,4,1,3,4,5,4,1,4,2,3,5,5,3,2,3,4,1,3,3,5,3,1,3,3,4,4,1,3,3,4,4,1,3,3,3,5,3,3,2,3,5,1,3,3,3,5,1,3,3,5,4,3,3,3,4,4,1,3,34,46,51,20,37
3,5,3,1,3,2,5,3,1,3,3,3,5,3,3,2,3,3,3,3,3,5,3,2,3,3,5,3,1,3,3,5,4,3,4,3,5,4,3,3,2,3,5,1,3,3,3,4,1,3,3,5,3,3,3,3,5,4,3,3,33,52,44,25,37
4,4,4,2,3,4,5,4,2,5,4,4,3,2,4,4,5,3,3,4,4,4,4,2,4,4,5,4,2,4,4,4,4,2,4,3,5,5,2,3,4,4,5,3,3,4,5,4,2,3,4,4,5,1,4,4,4,4,3,4,47,53,49,26,45
2,2,4,3,3,4,3,2,4,3,3,4,3,3,4,4,3,4,3,3,4,4,4,2,2,4,2,4,2,3,2,2,3,2,3,2,4,5,2,3,3,2,2,2,4,2,4,4,2,2,4,2,4,2,2,2,2,4,2,4,36,34,43,29,36
2,4,4,2,3,3,5,4,2,5,4,4,2,2,4,3,5,2,2,5,2,4,4,2,3,4,4,4,2,5,4,4,3,2,5,3,4,4,2,5,4,4,4,3,4,2,5,4,3,5,4,4,4,2,3,4,4,4,2,4,39,51,43,26,51
1,5,1,1,1,1,5,1,5,2,1,2,5,3,1,1,1,5,5,1,2,5,5,1,1,1,5,2,1,1,1,5,5,5,2,1,5,5,1,1,3,1,5,1,1,1,5,5,1,1,1,5,5,5,1,3,5,5,5,2,17,49,49,34,15
3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,38,36,36,38
2,4,4,3,3,2,4,4,4,4,3,4,4,3,3,1,4,4,3,4,2,4,2,3,2,2,5,4,2,4,2,4,4,4,4,2,4,4,3,4,2,3,4,2,4,2,4,4,4,2,3,3,4,4,3,2,3,4,2,3,25,46,46,37,40
2,4,2,4,3,2,4,3,4,4,2,3,2,4,3,2,4,3,4,4,2,4,2,4,3,2,4,4,4,3,2,4,3,4,4,2,4,3,4,4,2,3,3,4,3,2,4,4,4,4,4,4,3,4,3,2,3,4,4,4,26,45,36,48,42
5,4,2,1,1,4,5,2,1,3,2,2,5,3,2,3,5,5,4,2,2,4,2,1,1,2,5,2,1,1,2,4,5,5,2,3,4,5,4,2,4,2,5,1,1,5,4,5,1,1,1,5,5,5,1,4,5,4,3,2,37,49,47,30,19
1,1,2,5,1,5,1,1,5,3,1,1,2,4,3,3,1,4,4,1,5,1,2,1,1,1,1,2,2,3,3,1,1,5,2,1,1,5,3,5,3,1,1,1,3,3,1,1,1,1,5,1,4,5,1,1,1,4,5,1,32,12,29,41,25
3,3,3,3,3,3,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,3,3,3,3,3,3,3,3,3,4,3,5,5,3,3,3,3,3,3,3,36,40,40,36,39
4,5,4,2,3,2,5,4,1,5,3,4,5,2,4,3,5,4,2,5,2,4,4,2,2,4,5,4,1,3,4,5,4,2,4,3,5,5,3,4,4,4,5,2,4,3,5,4,2,4,4,5,5,3,3,4,5,4,2,4,40,57,52,24,45
3,4,4,2,3,3,5,3,2,4,3,4,4,3,3,3,3,4,3,4,3,3,3,2,3,3,4,3,2,3,3,4,4,2,4,3,3,4,2,4,3,4,4,2,3,3,3,4,2,3,3,4,4,3,3,3,4,4,3,3,36,45,45,28,40
3,4,2,2,3,4,5,2,2,3,3,4,4,3,2,2,4,4,3,2,2,5,2,2,2,4,4,4,1,4,2,4,4,3,2,3,5,5,3,3,3,4,4,2,3,4,4,2,2,1,2,5,5,3,2,3,4,4,2,2,35,52,42,28,29
2,4,2,3,3,3,4,3,3,4,4,4,2,3,3,3,4,2,3,4,2,4,2,3,2,2,4,3,3,3,3,4,2,4,4,3,4,2,3,4,2,3,2,3,3,3,4,2,3,4,4,4,2,3,4,3,4,3,4,4,34,47,27,38,42
1,4,4,3,4,2,5,2,4,2,1,3,4,3,2,1,3,3,3,3,1,5,1,3,1,1,3,4,1,4,2,4,4,4,3,3,3,2,3,3,1,4,4,3,3,2,4,4,4,2,1,4,2,3,4,1,3,4,3,2,17,45,38,37,33
4,5,4,2,3,2,5,4,1,4,3,4,4,1,4,3,5,4,3,5,3,4,3,2,4,4,5,4,1,4,3,5,5,3,4,3,5,5,3,4,4,5,5,2,3,3,5,5,3,4,5,5,5,3,3,4,5,4,2,4,41,58,52,26,46
1,1,2,5,3,5,1,2,5,3,1,1,1,4,4,3,1,2,4,3,5,1,1,5,1,1,1,3,1,3,2,1,2,1,1,2,1,4,4,4,3,1,1,3,3,3,1,1,1,4,4,1,3,4,1,1,1,2,3,1,31,12,24,40,31
5,4,5,2,4,5,5,5,1,5,5,4,2,1,5,5,3,2,1,5,4,4,5,2,4,4,5,3,2,4,5,5,2,1,5,4,5,5,1,2,5,5,4,3,3,5,5,5,1,4,5,4,4,1,4,5,5,4,3,5,57,54,46,19,50
5,4,4,2,4,4,5,5,1,5,5,5,2,1,4,5,3,2,1,5,4,5,5,2,4,5,4,4,1,3,5,5,3,1,5,4,5,5,1,2,5,5,5,3,3,5,5,4,2,5,5,5,5,1,4,5,5,4,3,4,57,56,48,19,48
1,3,3,5,3,4,3,3,5,3,2,3,2,5,4,3,4,1,5,4,1,2,2,5,3,3,4,4,5,3,2,4,4,5,4,2,4,4,4,4,3,2,3,4,3,3,4,4,4,4,4,3,4,4,3,2,2,4,5,4,30,38,38,56,42
1,5,4,4,4,1,5,2,5,2,1,4,4,4,1,1,3,4,4,1,1,5,1,3,1,1,5,4,1,4,1,4,4,5,3,1,5,3,5,4,1,2,4,2,2,1,4,5,5,1,1,4,2,5,1,1,3,5,2,2,12,49,42,45,26
3,5,4,2,5,4,5,4,1,5,3,4,4,2,4,4,5,4,2,5,3,4,4,2,4,4,4,4,3,4,4,5,5,2,5,4,5,5,3,5,4,5,4,2,4,3,4,5,3,5,5,5,4,1,4,4,4,4,2,4,45,55,51,25,54
2,4,4,1,3,4,5,4,2,4,1,3,5,3,4,2,3,4,3,3,3,3,3,1,3,3,5,4,1,3,3,5,4,3,4,3,3,5,2,3,2,3,5,1,3,3,5,5,1,3,3,5,5,3,3,2,4,4,2,3,31,48,52,23,39
5,5,2,1,2,4,5,2,1,5,2,2,5,4,2,2,5,5,3,1,1,4,1,1,1,2,5,2,1,1,2,5,5,5,3,2,4,5,3,1,5,2,5,2,1,1,3,5,1,1,1,5,5,5,1,5,5,4,5,1,32,50,46,32,20
1,5,4,2,3,2,5,4,2,3,2,4,4,3,2,1,3,4,4,3,2,5,2,3,1,2,5,4,1,4,2,4,4,4,3,2,4,4,3,4,1,3,4,2,3,1,4,4,4,3,2,4,4,3,2,1,3,4,2,2,19,49,46,33,33
3,5,4,2,3,2,5,4,2,4,3,4,4,2,4,3,5,4,3,4,2,4,4,2,4,4,4,4,1,3,2,5,4,3,4,3,4,5,3,4,4,4,5,2,3,3,4,4,3,3,4,5,5,3,3,4,4,4,2,4,37,53,51,28,43
3,5,4,2,3,2,5,4,1,4,3,4,5,3,4,3,5,3,3,3,3,5,4,1,4,3,5,4,1,3,2,5,4,2,4,3,5,4,3,4,3,5,5,2,3,3,5,4,4,4,4,5,5,3,3,3,5,5,3,4,35,59,51,28,43
3,4,5,2,3,4,5,5,1,4,3,5,5,1,4,3,4,5,3,3,4,5,5,1,4,5,3,5,1,4,3,5,5,1,3,3,5,5,3,4,4,3,5,2,3,3,4,5,2,4,5,5,5,1,3,4,3,5,1,4,44,51,60,19,43
5,3,5,5,4,5,5,5,1,5,5,5,2,1,4,5,3,2,1,1,4,1,5,2,4,5,3,4,3,4,5,5,4,1,3,2,5,5,1,3,5,5,5,3,3,5,5,5,1,4,5,4,5,1,3,5,4,4,1,5,56,48,51,21,43
3,5,4,2,3,3,5,3,2,4,3,4,4,3,3,3,1,3,3,4,3,4,4,2,3,3,5,4,2,3,3,5,4,3,3,3,5,4,3,4,3,4,5,2,3,3,5,4,3,4,4,5,5,3,3,3,5,4,2,3,37,53,48,30,40
3,5,4,1,3,3,5,3,1,5,3,3,4,3,3,3,3,3,3,3,3,5,3,1,3,3,5,3,1,3,3,5,4,3,4,3,3,3,3,3,3,3,4,2,3,3,3,5,1,3,3,5,3,3,3,3,5,4,3,3,36,50,43,25,39
4,4,4,3,4,4,5,5,1,5,4,4,3,2,4,4,3,3,3,4,3,4,3,2,4,4,5,4,3,4,4,5,2,3,4,3,3,4,2,3,4,4,4,3,3,4,5,5,2,5,4,5,5,1,3,5,4,4,3,5,47,51,46,28,48
