"item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12","item13","item14","item15","item16","item17","item18","item19","item20","item21","item22","item23","item24","item25","item26","item27","item28","item29","item30","item31","item32","item33","item34","item35","item36","item37","item38","item39","item40","item41","item42","item43","item44","item45","item46","item47","item48","item49","item50","item51","item52","item53","item54","item55","item56","item57","item58","item59","item60","NA","NA","NA","NA","NA"
3,3,3,3,1,3,3,3,3,1,3,3,5,3,1,3,3,5,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,1,3,3,3,1,3,3,4,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,34,36,41,36,12
3,3,4,3,3,3,4,2,2,4,3,3,4,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,4,2,3,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,36,40,43,33,37
1,1,2,5,4,2,1,1,5,1,3,1,1,4,2,3,1,2,3,1,1,1,3,5,2,2,1,1,5,1,3,1,2,3,2,2,1,2,3,2,2,1,1,4,3,3,1,1,4,1,5,1,2,3,2,2,1,5,1,2,29,12,23,45,23
1,1,3,5,3,1,1,1,5,1,3,1,1,3,3,3,1,3,3,3,1,1,3,5,5,3,1,1,3,3,3,1,3,3,1,1,1,1,3,1,3,1,1,5,3,3,1,1,3,3,5,1,1,3,3,1,1,1,1,3,28,12,20,42,32
3,3,1,3,3,3,2,1,3,3,3,3,1,3,2,3,3,1,3,3,2,3,1,3,3,1,3,1,3,3,3,2,1,3,3,3,3,1,3,3,1,3,1,3,3,3,3,1,3,3,1,2,1,3,3,3,3,1,3,3,29,33,12,36,35
3,3,3,3,1,3,5,3,3,1,1,3,5,3,1,2,1,5,3,1,3,3,3,1,1,3,3,3,3,1,3,3,5,3,1,3,3,3,3,1,3,2,5,1,1,3,1,3,3,1,1,3,4,3,1,3,3,3,3,1,31,33,45,32,12
3,4,3,1,3,3,5,3,2,4,3,4,5,1,4,3,3,3,1,3,3,5,4,1,3,3,4,3,1,3,3,4,4,1,3,3,3,4,2,4,3,4,5,1,3,3,3,4,1,3,3,4,4,1,3,3,4,3,1,4,36,47,45,14,40
3,4,3,1,3,3,5,3,2,4,3,4,5,1,4,3,3,4,1,4,3,5,3,1,3,3,4,3,1,3,3,4,3,1,3,3,4,4,2,3,3,4,5,1,3,3,5,4,1,3,3,4,4,1,3,3,4,3,1,4,36,50,44,14,40
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
5,5,5,1,5,5,5,5,1,5,5,4,5,1,5,5,5,5,4,5,5,2,5,1,5,5,5,5,1,5,5,5,4,3,5,5,4,5,1,5,5,4,5,2,5,5,5,5,1,5,5,5,5,1,5,5,5,4,1,5,60,54,58,18,60
4,4,3,1,3,3,5,3,2,4,2,4,5,1,4,3,4,4,2,4,3,4,4,1,3,3,4,3,1,4,3,4,4,2,4,3,4,4,2,3,3,4,5,2,4,3,5,4,2,4,3,5,4,1,3,3,4,3,2,4,36,51,46,19,44
1,1,3,5,3,1,2,1,5,1,1,4,2,5,1,1,1,2,5,3,1,5,1,5,1,1,2,3,5,3,1,1,3,5,3,1,2,1,5,4,1,1,2,3,3,1,1,4,1,3,1,1,1,5,1,1,1,3,2,1,12,22,26,51,27
5,5,5,1,5,5,5,5,1,5,5,4,5,2,5,5,5,4,4,5,5,4,5,1,5,5,5,4,1,5,5,5,4,3,5,5,5,5,2,5,5,4,5,2,5,5,5,5,2,4,5,5,5,1,5,5,5,4,4,5,60,57,56,24,59
3,4,3,1,3,3,5,3,2,4,3,4,5,1,4,3,4,3,2,4,3,5,4,2,3,3,4,3,1,3,3,4,3,2,4,3,4,4,2,4,3,3,5,1,4,3,5,4,2,3,3,5,4,1,3,3,4,4,1,4,36,51,45,18,43
3,3,1,1,3,2,3,1,3,3,3,3,1,4,2,3,3,1,3,3,2,3,1,4,3,1,3,1,3,3,3,2,5,3,3,1,2,1,3,3,1,3,1,4,3,3,3,1,3,3,1,2,1,3,3,3,3,1,4,2,26,33,16,38,34
2,1,3,5,3,4,1,2,5,2,3,1,1,4,4,3,1,2,4,2,5,1,3,4,4,3,1,2,4,3,4,1,2,2,2,5,1,4,2,4,3,1,1,2,3,3,1,1,2,3,4,1,2,3,3,2,1,1,2,2,41,12,24,39,35
4,3,1,4,3,3,2,1,2,4,2,2,1,4,2,3,3,1,4,4,2,2,1,4,3,2,3,1,4,2,3,2,2,2,4,2,2,1,3,3,4,2,1,4,3,3,2,1,3,3,2,2,2,3,3,4,3,1,5,4,34,28,14,42,38
3,3,2,3,3,3,4,4,2,4,3,3,4,3,4,3,3,4,3,3,3,4,3,2,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,4,3,3,4,2,3,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,36,41,43,33,39
3,5,4,3,5,3,5,5,2,5,5,4,4,3,5,3,5,3,4,5,3,4,4,2,5,5,4,4,3,5,3,5,3,3,5,2,5,4,3,5,4,4,4,3,5,4,5,5,3,5,5,4,4,3,5,5,4,3,3,5,45,54,47,35,60
3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,2,3,2,3,3,3,3,4,3,3,3,3,4,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,36,36,35,36,34
3,4,3,1,3,3,5,3,2,4,3,4,4,1,4,3,4,3,2,4,3,4,4,1,3,3,4,3,1,4,3,4,4,2,4,3,4,4,2,3,3,4,4,2,3,3,4,4,2,3,3,4,4,1,3,3,4,3,1,4,36,49,43,18,42
1,1,3,5,3,1,1,1,5,1,1,5,1,1,1,1,5,1,4,3,1,5,1,5,1,1,1,3,5,3,1,1,3,4,3,1,5,1,5,3,1,1,1,3,5,1,1,3,5,3,1,1,1,5,3,1,1,3,1,1,12,28,22,48,30
3,3,5,3,3,4,5,5,2,4,4,4,5,2,4,3,4,5,3,3,3,4,5,2,4,4,4,5,2,5,3,4,5,3,3,4,5,5,2,4,4,4,5,2,4,3,5,5,3,3,5,4,5,1,4,3,3,5,1,4,43,49,60,26,45
3,3,1,4,3,2,2,1,3,3,3,3,1,4,2,3,3,1,3,3,2,3,1,4,3,2,3,1,4,3,3,2,5,3,3,3,2,1,3,3,2,3,1,4,3,3,3,1,3,3,2,2,1,3,3,3,3,1,4,3,31,32,16,42,35
3,5,4,2,3,3,5,4,2,4,4,4,5,3,4,3,5,4,3,4,3,4,3,2,3,3,5,3,2,4,3,5,4,3,4,2,5,4,3,4,4,4,5,2,3,3,5,5,3,3,3,5,5,1,3,4,5,3,3,4,38,57,49,29,43
4,3,3,2,3,4,4,4,2,4,4,3,4,3,4,3,4,4,3,4,4,3,4,2,4,4,4,3,2,4,4,4,4,3,4,3,3,4,2,4,4,3,4,2,4,4,4,4,2,3,4,4,4,2,3,4,4,3,3,4,46,43,45,28,45
4,5,3,2,3,3,5,5,1,5,3,5,5,3,4,3,5,4,3,1,3,5,3,1,3,3,5,5,2,5,3,5,4,3,4,2,5,5,3,5,4,5,5,2,3,3,5,5,3,3,4,5,5,3,3,4,5,5,3,4,39,60,54,29,43
3,3,2,3,3,3,4,4,3,4,3,3,4,3,3,3,4,4,3,3,3,4,3,2,3,3,3,4,2,3,3,4,4,3,3,3,3,4,3,4,3,3,4,2,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,36,41,44,33,38
3,1,2,5,1,3,1,1,5,3,3,1,1,5,3,3,1,2,1,3,3,1,3,4,3,3,1,1,3,5,5,5,3,3,1,1,1,2,3,3,3,1,5,3,3,3,1,1,3,1,3,1,2,4,3,2,1,1,3,1,35,16,24,42,30
3,4,3,1,3,4,5,3,2,4,3,3,5,1,4,2,3,4,1,4,3,5,3,1,3,3,4,3,1,3,3,4,4,1,4,3,3,4,1,4,3,3,5,1,3,3,5,4,1,3,3,4,4,1,3,3,4,3,1,4,36,47,45,13,42
3,4,3,1,3,3,5,3,2,4,3,4,4,1,4,2,4,3,2,4,3,4,4,2,3,3,4,3,2,4,3,4,4,2,4,3,4,4,2,4,3,4,4,1,3,3,5,4,2,3,3,5,4,1,3,3,4,3,1,4,35,51,43,19,43
4,4,4,2,3,4,5,4,2,4,4,4,4,2,4,3,4,4,3,4,4,4,4,2,4,4,4,3,2,4,4,4,4,2,4,3,4,4,2,4,4,4,4,2,4,4,4,4,3,4,4,4,4,2,4,4,4,3,2,4,46,49,46,26,47
3,2,3,4,3,3,3,3,4,3,3,2,3,3,3,3,2,3,4,3,3,2,3,3,3,3,2,2,3,3,3,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,2,2,3,2,3,2,3,3,3,2,2,2,3,3,34,25,33,39,35
4,5,4,2,5,4,5,4,1,5,5,4,3,4,5,3,5,2,4,5,3,4,4,2,5,4,4,4,2,5,3,4,3,4,5,3,4,4,3,5,4,4,4,3,5,4,5,4,3,4,4,4,4,3,4,4,4,3,4,5,45,52,43,35,58
3,3,3,3,1,3,5,3,3,1,3,3,5,3,1,2,3,5,3,1,3,5,3,2,1,3,3,3,3,1,1,3,4,3,2,3,3,3,3,1,3,1,5,3,1,3,3,3,3,1,1,4,4,3,1,3,3,3,3,1,31,39,44,35,13
3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,37,37
2,3,3,4,3,2,4,3,4,2,2,4,3,4,2,2,3,3,4,3,2,4,2,4,3,2,3,3,3,3,2,2,3,4,3,2,3,3,4,4,2,2,3,2,3,2,2,4,4,3,2,3,3,4,3,2,2,3,2,3,24,35,36,43,35
2,3,3,4,3,2,3,3,4,3,2,3,3,4,3,2,3,3,4,3,2,4,2,4,3,2,3,3,4,3,2,3,3,5,3,2,3,3,4,4,2,3,3,4,3,2,3,4,2,3,3,3,3,4,3,2,3,2,4,3,25,37,35,47,37
3,3,3,3,1,3,5,3,3,1,2,3,4,3,5,2,2,4,3,1,3,3,3,2,1,3,3,2,2,1,3,4,4,3,1,2,2,4,3,1,3,2,4,2,1,3,3,2,3,1,2,4,4,3,1,3,3,3,3,5,32,37,40,33,20
1,1,3,5,3,5,1,1,5,1,3,1,1,3,5,3,1,3,3,3,5,1,3,1,3,3,1,1,3,3,3,1,3,3,3,5,1,5,3,3,3,1,1,1,3,3,1,1,3,3,5,1,5,3,3,1,1,1,3,5,40,12,28,36,38
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
4,5,3,2,3,3,5,3,1,4,3,5,5,3,4,2,5,5,3,4,3,5,3,1,3,3,5,3,2,3,2,5,4,3,4,2,5,4,3,4,4,5,5,2,3,4,5,5,3,3,2,5,5,3,3,4,5,4,2,4,36,60,49,28,42
3,4,3,2,3,3,4,3,2,4,3,3,4,2,4,3,3,4,3,4,3,3,3,2,3,3,4,3,2,3,3,4,4,3,4,3,3,4,2,4,3,3,4,2,3,3,4,3,2,3,3,4,4,2,3,3,4,3,2,4,36,43,42,26,42
3,3,3,3,2,3,4,3,3,2,2,3,4,3,2,3,3,4,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,4,2,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,35,37,39,35,24
3,3,2,3,3,3,3,2,3,4,3,3,2,3,3,3,3,2,3,3,2,3,2,3,3,2,3,2,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,2,3,3,32,36,25,36,37
1,3,3,3,3,1,3,1,4,1,1,3,3,3,2,1,3,3,4,3,1,5,1,4,2,2,3,3,3,2,1,3,3,3,3,1,4,2,4,3,1,3,3,3,3,1,3,4,4,3,1,3,2,4,2,1,3,4,2,2,13,39,32,41,29
4,5,3,2,3,4,5,4,1,5,3,5,5,3,4,3,5,4,3,4,3,5,3,1,3,3,5,4,2,3,3,5,4,3,4,2,5,5,3,4,4,4,5,2,3,4,5,5,3,3,3,5,5,3,3,5,5,4,3,4,41,59,51,29,43
3,1,3,5,3,3,1,1,5,3,3,1,1,3,4,3,1,3,3,3,5,1,3,5,3,3,1,1,3,3,3,1,3,3,3,1,1,1,3,3,3,1,1,3,3,3,1,1,3,3,5,1,2,3,3,3,1,1,3,3,38,12,21,42,37
5,4,4,1,4,5,5,5,1,5,5,4,4,1,5,5,5,4,2,5,5,4,5,1,5,5,5,2,2,5,5,5,4,2,5,2,5,5,1,4,5,4,5,3,5,5,5,5,1,4,5,5,5,1,4,5,5,2,2,5,57,56,50,18,56
5,5,4,1,4,5,5,5,1,5,5,4,5,2,5,5,5,4,2,5,5,4,4,1,5,5,5,4,1,5,5,5,4,2,5,4,4,5,1,4,5,4,5,2,5,5,5,5,1,4,4,5,5,1,4,5,5,4,2,5,58,56,54,17,56
1,1,3,5,3,2,2,5,5,3,5,1,1,5,2,3,5,1,5,3,1,1,1,5,5,3,1,5,5,5,1,2,2,5,3,1,1,2,5,4,2,1,2,5,3,2,5,5,5,3,5,2,2,5,3,2,1,1,5,3,28,23,30,60,40
1,3,3,5,3,1,3,1,5,1,1,4,2,1,1,1,3,3,5,2,1,5,1,5,1,1,3,4,5,1,1,3,3,5,3,1,5,1,5,3,1,3,3,3,1,1,3,4,5,4,1,3,2,5,1,1,2,5,2,1,12,40,32,51,22
4,5,5,3,5,3,5,5,2,5,5,5,4,4,5,3,5,4,4,5,3,4,4,2,5,3,4,5,2,5,4,5,4,4,5,4,5,4,4,5,4,3,4,2,5,3,5,5,3,5,4,5,4,2,5,4,4,4,4,5,44,55,52,36,60
3,4,3,1,3,3,5,3,2,4,3,3,5,1,4,3,3,4,2,4,3,4,4,1,3,3,4,3,1,3,3,4,4,2,4,3,4,4,2,4,3,3,5,1,3,3,4,4,2,3,3,4,4,1,3,3,4,4,1,4,36,46,47,17,42
3,3,3,3,3,3,4,2,3,1,3,3,4,3,1,3,3,3,3,3,3,3,3,3,1,3,3,2,3,1,3,4,3,3,3,1,3,3,3,1,4,3,4,3,1,3,3,3,3,3,2,4,4,3,1,4,4,3,3,5,35,40,37,36,24
1,3,3,3,3,1,3,2,4,1,1,4,3,2,1,1,3,3,3,3,1,5,2,4,3,2,3,3,3,3,1,3,3,3,3,1,5,2,4,3,1,3,3,2,3,1,3,3,4,3,1,3,2,3,3,1,3,3,1,1,13,41,32,36,30
3,5,3,2,3,3,5,4,2,4,3,5,4,3,4,3,5,4,3,4,3,5,3,2,3,3,5,3,2,3,3,5,4,3,4,2,5,4,3,4,4,4,4,2,3,3,5,5,3,3,3,5,4,3,3,4,5,4,3,4,37,59,46,31,42
3,5,3,3,3,3,5,5,1,4,3,5,5,3,3,3,5,4,3,4,3,5,3,1,3,3,5,5,2,3,3,5,4,3,4,2,5,4,3,4,3,5,5,2,3,3,5,5,3,3,3,5,5,3,3,4,5,5,3,4,36,60,53,30,41
4,3,5,1,3,4,5,5,1,5,4,4,5,1,5,3,5,5,3,4,5,5,5,1,5,5,4,5,1,5,3,5,5,2,4,4,5,5,2,5,5,4,5,1,5,4,5,5,3,3,5,5,5,1,5,5,4,5,1,5,51,54,60,18,54
5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,1,5,1,5,5,5,5,1,5,5,5,5,2,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,4,5,60,56,60,20,60
3,5,3,2,3,3,5,4,2,4,3,5,5,3,4,3,5,4,3,4,3,5,3,2,3,3,5,5,2,3,2,5,4,3,4,2,4,4,3,4,3,5,5,2,3,3,5,5,3,3,3,5,5,3,3,4,5,4,3,4,35,59,51,31,42
4,4,3,1,3,3,5,3,2,4,3,4,4,2,4,3,4,3,2,4,3,4,4,1,3,3,4,3,2,4,3,4,4,2,4,3,4,4,1,3,4,4,4,2,4,3,5,4,2,3,3,4,4,1,3,4,4,3,1,4,39,50,43,19,43
4,4,3,2,4,4,5,4,2,5,4,4,4,2,4,4,4,3,3,4,4,4,4,2,4,4,4,2,2,5,4,4,4,2,4,3,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,4,2,2,4,47,49,42,25,50
