"item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12","item13","item14","item15","item16","item17","item18","item19","item20","item21","item22","item23","item24","item25","item26","item27","item28","item29","item30","item31","item32","item33","item34","item35","item36","item37","item38","item39","item40","item41","item42","item43","item44","item45","item46","item47","item48","item49","item50","item51","item52","item53","item54","item55","item56","item57","item58","item59","item60","NA","NA","NA","NA","NA"
3,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,5,3,3,5,3,3,4,3,4,3,3,3,3,3,3,3,37,36,41,36,44
4,3,3,3,4,3,3,4,3,3,5,3,3,3,3,3,5,3,3,4,3,5,3,3,3,4,3,3,2,5,3,3,3,3,3,3,5,3,3,3,4,3,3,3,5,3,5,5,3,3,3,3,3,3,3,5,1,3,3,3,43,42,39,35,42
3,4,3,3,4,3,3,5,2,4,5,5,3,1,3,3,5,3,3,4,3,5,5,2,4,4,3,3,2,5,3,3,3,1,4,3,5,3,1,3,4,5,3,3,5,3,5,5,3,4,3,3,3,1,3,5,3,3,1,3,42,49,42,23,46
3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,39
3,5,3,3,4,3,5,4,2,4,4,3,5,3,4,3,5,3,3,4,3,4,3,2,3,3,3,3,3,5,3,5,3,3,3,3,5,5,3,4,3,3,5,3,4,3,5,5,3,3,3,4,5,3,3,4,3,3,3,3,38,50,47,34,44
4,3,3,3,3,3,4,5,3,3,3,3,5,3,3,3,5,3,3,3,3,5,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,4,3,5,5,3,3,4,3,4,3,3,4,3,3,3,3,41,43,45,35,37
5,3,3,2,3,4,5,3,2,4,4,3,4,3,4,3,3,3,3,3,4,3,3,2,3,3,3,3,3,5,4,3,3,3,3,3,3,4,3,4,4,3,4,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,4,44,39,40,33,42
4,3,3,3,4,3,3,4,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,39,36,37,36,41
3,4,3,3,5,3,3,3,1,4,3,3,3,3,3,3,3,3,3,5,3,3,3,2,3,3,3,3,3,5,3,1,3,3,5,3,3,1,3,5,3,3,4,3,5,3,3,3,3,3,3,3,5,3,3,3,3,3,4,5,36,35,37,34,51
3,3,3,3,3,3,4,3,3,4,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,4,3,3,3,5,3,3,3,3,3,3,3,5,3,4,4,3,4,3,5,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,40,37,43,36,44
3,4,3,3,3,3,4,3,3,4,3,3,4,3,3,3,4,4,3,3,3,3,3,2,3,3,3,3,1,3,3,4,3,3,3,3,3,4,3,4,3,3,4,3,3,3,5,4,3,4,3,4,4,3,3,3,3,3,3,3,36,43,42,33,39
3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,39
3,3,3,3,5,3,3,5,3,5,5,3,3,3,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3,3,4,3,3,3,3,39,40,38,36,48
2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,2,3,3,31,36,30,37,36
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,35,36,36,36,36
3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,38
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,36,36,37,36,36
3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,40,36,36,36
3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
3,5,3,2,4,3,5,4,2,4,3,3,5,3,4,3,5,4,4,4,3,3,3,2,3,4,3,3,3,4,3,4,3,3,3,3,3,5,3,4,4,3,5,2,4,3,5,4,3,3,3,4,5,3,3,4,3,4,3,3,39,46,48,33,43
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,37
3,3,4,3,5,3,3,5,3,4,5,3,3,3,4,3,5,3,3,5,3,3,3,3,4,4,3,4,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,5,3,5,4,3,3,4,3,4,3,4,5,3,3,3,5,42,40,42,36,52
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
3,4,3,2,3,3,5,5,3,4,5,3,4,3,3,3,5,3,3,3,3,5,3,2,3,4,3,3,3,5,3,4,3,3,3,3,5,4,3,4,4,3,4,3,5,3,5,5,3,3,4,4,4,3,3,4,3,3,3,3,42,49,44,34,42
3,3,3,3,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,4,3,3,2,3,4,3,3,2,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,4,3,3,3,3,3,4,3,4,3,3,5,3,3,3,3,43,36,41,34,37
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,38
4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,37,36,36,36,39
3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,42,36,38,35,36
4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,38,36,36,36,44
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,36,36,35,36,36
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
4,3,3,3,3,3,4,4,3,5,4,3,4,3,4,3,4,4,3,4,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,2,3,4,3,4,4,3,4,3,4,3,4,4,3,3,3,4,4,3,3,4,3,3,3,4,39,40,43,35,44
3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,39
2,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,2,3,3,4,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,32,35,36,39,35
3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,36,37,43,34,36
3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,38,36,36,36,39
3,3,3,3,5,3,3,3,3,4,3,3,3,3,3,3,5,3,3,4,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5,3,3,3,3,3,2,3,3,3,4,3,5,3,3,3,3,3,3,3,3,4,3,3,3,3,36,40,36,36,45
4,4,3,2,4,3,4,4,2,3,4,3,4,3,3,3,5,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,3,4,3,4,3,5,3,3,3,3,3,4,3,3,4,3,3,3,3,41,42,41,35,41
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
4,3,3,3,4,3,3,3,2,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,5,3,3,3,3,3,3,4,3,3,3,3,3,3,3,39,36,39,35,41
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
3,3,3,3,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,39,36,38,36,38
3,3,3,3,5,3,4,3,3,4,4,3,3,3,4,3,5,3,3,5,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5,3,3,3,5,4,3,3,3,3,5,3,5,3,3,3,3,4,4,3,4,4,3,3,3,4,38,42,37,38,51
3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,5,3,3,3,3,3,4,3,3,3,3,3,3,3,39,38,38,36,38
3,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,5,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,38,41,39,36,38
3,5,3,3,3,3,5,4,2,4,4,3,4,3,4,3,5,4,3,3,3,4,3,2,3,4,3,4,3,5,3,4,3,3,3,3,4,4,3,4,4,3,4,3,4,3,5,5,3,3,3,4,5,3,3,4,3,3,3,3,40,48,46,34,42
3,3,5,3,3,3,4,5,3,3,3,3,5,3,3,3,5,4,3,3,4,5,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,5,5,3,3,5,3,5,3,3,3,3,3,3,3,39,43,53,36,36
3,3,2,4,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,2,3,2,4,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,33,36,26,38,36
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,37,36,36
3,4,3,3,3,3,4,3,2,4,3,3,4,3,4,3,5,4,3,3,3,4,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,4,3,4,3,4,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,37,44,42,34,40
3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,2,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,37,36,33,37,37
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,37,36,36,39
3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,5,3,3,5,3,3,3,3,4,3,3,3,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,3,3,3,3,3,3,3,3,3,3,36,38,38,36,46
3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,35,36,36,37,36
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,36,36,34,36,38
3,4,3,2,3,3,5,4,2,4,4,3,4,3,4,3,5,4,3,3,3,4,3,2,3,3,3,3,2,5,3,4,3,3,3,3,3,4,3,4,4,3,4,2,4,3,5,5,3,3,3,4,5,3,3,4,4,3,3,4,39,47,45,31,43
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,36,40,36,36,36
4,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,3,3,3,3,3,3,3,4,3,3,3,3,40,38,37,34,38
3,3,3,3,4,3,5,3,3,4,3,3,4,3,4,3,5,4,3,4,3,3,3,2,4,3,3,3,3,5,3,4,3,3,3,3,3,4,3,4,3,3,4,3,4,3,5,4,3,3,3,4,5,3,4,4,3,3,3,4,37,44,43,35,47
3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,36,36,40,36,36
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,36,36,39,36,35
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,36
3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,4,3,3,3,3,39,40,36,36,36
3,3,3,3,3,3,4,5,3,5,5,3,3,3,4,3,4,3,3,3,3,5,3,3,4,4,3,3,3,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,5,3,5,4,3,3,4,3,4,3,4,4,3,3,3,3,42,42,40,36,45
4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,4,3,3,3,5,3,3,3,3,3,3,3,3,3,3,4,3,3,3,5,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,40,38,39,36,40
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,36,36,38,36,36
2,5,3,3,3,3,4,3,3,4,4,4,3,3,3,3,5,3,3,3,3,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,5,3,3,3,4,3,3,3,3,3,2,3,3,3,36,46,36,36,38
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36,36,36,36,37
3,4,3,3,3,3,5,5,3,4,5,3,4,3,3,3,5,3,3,3,3,5,3,2,3,4,3,3,2,5,3,4,3,3,3,3,5,4,3,3,3,3,4,3,5,3,5,5,3,3,3,4,4,3,3,4,3,3,3,3,40,49,44,34,41
