"normal_human.ext","old_people.ext","persona_GPT3.5.ext","shape_GPT3.5.ext","persona_GPT4.ext","shape_GPT4.ext","persona_LLaMA3.ext","shape_LLaMA3.ext","normal_human.agr","old_people.agr","persona_GPT3.5.agr","shape_GPT3.5.agr","persona_GPT4.agr","shape_GPT4.agr","persona_LLaMA3.agr","shape_LLaMA3.agr","normal_human.con","old_people.con","persona_GPT3.5.con","shape_GPT3.5.con","persona_GPT4.con","shape_GPT4.con","persona_LLaMA3.con","shape_LLaMA3.con","normal_human.neu","old_people.neu","persona_GPT3.5.neu","shape_GPT3.5.neu","persona_GPT4.neu","shape_GPT4.neu","persona_LLaMA3.neu","shape_LLaMA3.neu","normal_human.ope","old_people.ope","persona_GPT3.5.ope","shape_GPT3.5.ope","persona_GPT4.ope","shape_GPT4.ope","persona_LLaMA3.ope","shape_LLaMA3.ope"
"11",0.825363804881827,0.827173131425789,0.788092229938908,0.805083941463865,0.805145633636236,0.878953227950864,0.869161380131728,0.756982499598568,0.670853162394733,0.59706638899855,-0.263083302125738,0.711216726173525,0.683096758491554,0.907109832265851,0.633653621266644,0.945141007120261,0.704523081614903,0.855090595912746,0.833112468465786,0.896439275510858,0.903435007561091,0.933158825654598,0.954746921358483,0.965150877305343,0.772957320646375,0.519738265556593,0.602196261274093,0.4498730405152,0.337037279081251,0.78934329812161,0.725706144285303,0.591182913465873,0.659377334874285,0.720607588606339,0.0338486976860771,0.589923950421027,0.573666667486087,0.905277153934233,0.488849355510124,0.76893142898147
"12",0.765944367561522,0.769264929774585,0.672241809205464,0.807450133790146,0.578506207241615,0.822744893326056,0.782495096993351,0.766121322223603,0.783590963921209,0.644001060323531,-0.694283547350533,0.848136991810292,0.373477168156656,0.977006748649011,0.8246343983061,0.845913363161713,0.648728119901336,0.531858964414476,0.4161443391141,0.638692041930837,0.45642872133974,0.726835752421513,0.655314832304879,0.633111507664846,0.800478310134537,0.699281362737574,0.347107287103214,0.667707008895544,0.739394963392613,0.767065500147929,0.802988129553418,0.865151746825551,0.800524744708762,0.700180298147629,0.732722631782256,0.8124439801826,0.675539947310709,0.789952318440736,0.946011433682188,0.811472526751785
"13",0.364977557495427,0.511241733280519,0.551152746102531,0.458893811353365,0.430431225785185,0.30230714069579,0.47715431709458,0.715411104380319,0.46683917970826,0.55817160572399,0.566467811366639,0.396183871665555,0.44214522690056,0.125907180293262,0.442540590852809,0.454086000629145,0.268974186905157,0.350374575505036,0.828754810278266,0.694978912553239,0.630434638392391,0.551379400713299,0.432683130347538,0.770377144910507,0.279740859686175,0.429574169453773,0.543932505064773,0.726948787367654,0.557601980166152,0.380695990052135,0.486183855642193,0.612559123274766,0.634376690768488,0.595865894720431,0.584570636761174,0.38834030823251,0.398949508085447,0.352589684653083,0.351962104869983,0.179356967498621
"14",0.335263394694043,0.28479636764551,0.56248142955175,0.3018094904693,0.240317535064201,0.376735342547672,0.228409781931171,0.443980602469394,0.882452436602725,0.82762730129878,0.998735458790387,0.698577312936036,0.45371141272589,0.309386758313493,0.267945912738291,0.0620264290086114,0.506905318909083,0.436649615239865,0.335771540803233,0.543873348397904,0.345430530602751,0.257113571515449,0.559045118037657,0.190681554834804,0.517073190652453,0.35152125255598,0.717527338803973,0.513827491523697,0.380355051437953,0.364615473407751,0.629735030220269,0.486517487295878,0.597170221364331,0.392701822455906,0.997482225740818,0.47142279959992,0.685762466500876,0.215905960842158,0.429844921948091,0.213224472365304
"15",0.332800279841947,0.313049278405069,0.43682150865933,0.261682899310954,0.311978028625417,0.385555585930001,0.235884529392395,0.35525089183687,0.610541304741924,0.517574656548622,0.261407734968453,0.191836720170591,0.51259946237566,0.364901140725328,0.446898349448899,0.26871744488902,0.255000526209223,0.381205919986826,0.289148797691077,0.305500503776868,0.624491362680182,0.316181758579648,0.532026535299288,0.0917053055866384,0.37370185164407,0.298906774767416,0.857065038576643,0.645645885182015,0.439247171436355,0.274746654088052,0.343963687004768,0.380127617198929,0.578393063352496,0.562974515465394,0.768522958699881,0.699376590293071,0.595702942381832,0.317374575180551,0.510286670743707,0.670492787661154
"16",0.417382212081581,0.638383983346766,0.75812720358439,0.669748101147826,0.348767137484177,0.144422584179898,0.587630977033228,0.67995853693487,0.432760528747031,0.557909745123759,0.991929533502243,0.577533675380508,0.494193521283798,0.197334930678976,0.280757733436754,0.0304717761244782,0.457301187617133,0.558586199503594,0.991389808118031,0.786525957922506,0.750385925471326,0.405752490217529,0.448003484293142,0.694152900496543,0.559339322849098,0.69169774789767,0.774944867296862,0.701791958522548,0.513122453019297,0.824878245293051,0.458574687099058,0.513549361121824,0.453848459604674,0.426973690118297,0.993813707410193,0.549041258038164,0.779384022785675,0.252921752963004,0.321535498985587,0.214109835161398
"17",0.41639311113533,0.597054635862456,0.466598570968787,0.797082982426542,0.494728463375718,0.0803520464447971,0.294991225659141,0.26915089727185,0.49113218554055,0.534360377717913,0.592971544690925,0.258015112735531,0.258989868153566,0.102191794411786,0.364134981301649,0.28887332579504,0.474818871688267,0.602471566315573,0.789352306135474,0.68327280545238,0.639780219866788,0.427468051089373,0.53854683326308,0.551305413395142,0.586939449705434,0.569539876627335,0.63377459846129,0.443138911721595,0.831691928811955,0.479009916737785,0.531298028747317,0.400350772290181,0.570357536246861,0.857169333297085,0.961429120846529,0.645191494595766,0.210378695257066,0.387483399292954,0.270554765525891,0.167624209094547
"18",0.205518017477391,0.336293759399075,0.673882328671552,0.842078667816277,0.564916369398457,0.237800853525488,0.464039757486113,0.522836772387052,0.641770925111563,0.555062477634603,0.994440840257833,0.561990986857957,0.716742846144532,0.547381792467694,0.54258528161314,0.248868276046751,0.434728184669172,0.588927421636823,0.826539112044633,0.661346921562073,0.853567657569991,0.348220170694186,0.582803353841156,0.505602192125618,0.551319281089638,0.59268402320087,0.448458833343962,0.401675838393749,0.789909160562392,0.324128270341615,0.261818101778742,0.264641233829468,0.264187544564494,0.184942943281584,0.342699908037596,0.273608330768741,0.414258810006569,0.172209907177198,0.276911343572471,0.317553988649953
"19",0.715773039992156,0.615102019755883,0.987926536013109,0.560715315010388,0.52390418912425,0.592899496562527,0.487538390213477,0.227259711394289,0.510680771173182,0.600504543095971,0.959687403086131,0.472339546990473,0.71353290969537,0.252497226253311,0.373837683868373,0.108883343805265,0.46393556473144,0.321335266961062,0.381311389926708,0.266374916932542,0.323752597159117,0.215541458270478,0.23066031765978,0.322695957608465,0.185632140939918,0.219490496307228,0.839126157033771,0.591213627998931,0.268365653325117,0.223912650341339,0.336028209356012,0.252228729843625,0.24093627534276,0.303407976625885,0.259749356386159,0.30075690272627,0.276562972939775,0.161578544527961,0.217266827308271,0.336441189489098
"20",0.518433512483811,0.48051435442768,0.997725159658175,0.704467989544076,0.789980250843281,0.437836396293434,0.712325003563076,0.461023941805006,0.511376237931445,0.355770707894385,0.313281816330659,0.239474713978152,0.297576820348747,0.0473057774037059,0.356609810949161,0.304872485693028,0.513746989445108,0.569937486644731,0.586754848628709,0.188251343431086,0.267091003221415,0.0864589114173392,0.320719263388626,0.0752636035294019,0.180422148421534,0.146182387148974,0.925235710931243,0.570823547718386,0.143332131455153,0.120978608926476,0.217347763161119,0.0927502983208691,0.577326851677712,0.732445947424742,0.99880170974376,0.53512400177208,0.85216940996242,0.303497379124994,0.830362449152142,0.174643588540288
"21",0.793653716139119,0.699295573471842,0.947417419783566,0.234919396934465,0.771663133075464,0.360453162235638,0.463691839737033,0.200757969494522,0.528648008678939,0.542795343760522,0.999928561769281,0.556214531266821,0.133923627612678,0.254901624368114,0.679555966713576,0.116176100634595,0.540922118894404,0.330217577637012,0.419997093550285,0.293733116886954,0.195345520924796,0.0520341398786507,0.12281350067487,0.115881820219899,0.364145095481452,0.340984862976544,0.846883501351889,0.44475747951981,-0.129341213999668,0.253660260499973,0.263668577424161,0.230493289919735,0.477594250264624,0.488313616389406,0.595850588619415,0.274188969581166,0.622224772045397,0.366696188886892,0.215454359930364,0.269492659879099
"22",0.711717473150703,0.622560757557073,0.660676710668472,0.31939064050357,0.317203052255687,0.327983680595197,0.435398304028338,0.397253667886472,0.535842454307221,0.683990102371022,0.65166448987461,0.312569005793151,0.775802138842325,0.0263613175166026,0.362375161320135,0.299904270084745,0.461392387790249,0.593779286811233,0.881563704769068,0.730387812952274,0.794813324808008,0.580533660268467,0.668648466367312,0.787082986508195,0.226983219057424,0.49363736425761,0.480913283861107,0.639438808658111,0.891468734506613,0.35003507099841,0.253579897201837,0.277290238402195,0.401315777089617,0.332035897739087,0.98010524113646,0.815121473808845,0.526771403970117,0.181294141870208,0.601803448800663,0.340504161306424
"23",0.318774589590993,0.315784610647255,0.37891063710992,0.351839847197008,0.351740508636504,0.227441223074757,0.244558495287509,0.426977495301505,0.549956034504986,0.643511727128232,0.930787176142618,0.494170768411013,0.533378818538331,0.17715175220662,0.598483088255669,0.106708476659698,0.503647227471841,0.268820072781584,0.305923614886845,0.196396625321567,0.183805187113091,0.129214606102932,0.0884583161564988,0.0684837840367278,0.402536980459177,0.729872135316224,0.637359662907504,0.797614247417609,0.886405872509507,0.376937157710499,0.473350592146559,0.650502762826002,0.565221530254085,0.480724703242957,0.998854265664956,0.651989732719649,0.670906554615407,0.180473274564735,0.761026307617337,0.408744457524515
"24",0.41332922580078,0.408231467818903,0.548090949956165,0.348024281442276,0.665330568182921,0.323090840505896,0.387701423181366,0.413058119634358,0.385985201261031,0.585262634302167,0.51797035587836,0.280663643122989,0.860514804865685,0.045457813094288,0.319978109130336,0.28443058202444,0.579151826449278,0.717126041971961,0.826823889023289,0.592072475574217,0.79167282233617,0.471709789001854,0.570562470561228,0.599169818862345,0.359234475004157,0.511005575727881,0.879516531239847,0.554167350271765,0.453295088109636,0.411610518482807,0.355210063796303,0.251512454964698,0.359160133108972,0.509747550085898,0.463117544874084,0.339934779065054,0.543645779587445,0.375975334590107,0.105062367342572,0.341512338327073
