"item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12","item13","item14","item15","item16","item17","item18","item19","item20","item21","item22","item23","item24","item25","item26","item27","item28","item29","item30","item31","item32","item33","item34","item35","item36","item37","item38","item39","item40","item41","item42","item43","item44","item45","item46","item47","item48","item49","item50","item51","item52","item53","item54","item55","item56","item57","item58","item59","item60","NA","NA","NA","NA","NA"
3,3,3,3,3,4,4,3,3,5,3,3,3,3,3,3,4,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,37,39,39,35,39
2,5,3,2,3,4,5,3,3,5,3,4,5,3,5,3,3,4,3,3,2,4,3,2,3,3,3,4,3,3,3,5,4,3,3,3,5,5,3,5,2,3,5,3,3,2,3,5,3,4,3,5,5,3,3,3,4,3,2,3,33,49,49,33,43
1,5,3,2,3,4,5,4,1,4,3,4,4,4,4,2,4,3,4,5,1,5,3,3,3,3,3,3,3,3,2,4,3,2,5,3,4,3,5,5,2,3,4,3,3,3,3,4,3,4,3,4,5,5,3,3,3,3,4,4,30,47,42,39,46
4,5,4,2,3,3,5,4,2,5,3,3,5,3,3,3,3,5,3,3,3,5,3,3,3,3,3,4,2,3,3,5,5,3,3,3,5,5,3,4,3,3,5,2,3,3,3,5,3,4,4,5,5,3,3,3,4,3,3,3,38,49,53,32,40
3,5,3,3,3,4,5,4,1,5,3,3,5,3,4,3,3,4,3,3,5,4,3,2,3,3,3,3,1,3,3,5,4,3,4,3,3,5,2,4,3,3,5,3,3,3,3,4,3,4,1,5,5,4,3,5,3,3,2,5,39,45,48,30,44
3,4,4,2,3,3,5,4,2,4,3,3,4,3,4,3,3,3,4,3,3,3,3,2,3,4,4,3,3,3,4,4,3,3,3,3,3,4,2,4,4,3,4,3,3,2,3,4,4,4,3,5,4,3,3,4,4,4,2,3,39,44,44,33,40
3,3,3,4,3,4,5,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,3,3,3,3,3,3,4,3,3,3,3,5,3,5,4,3,5,2,3,3,3,3,3,3,3,5,5,3,2,3,3,4,3,3,40,40,45,33,37
3,5,3,2,3,3,5,4,3,5,3,4,4,3,3,2,3,4,3,5,3,5,3,2,3,3,3,3,3,3,3,5,4,2,4,3,5,4,3,5,3,3,4,3,3,3,3,5,3,4,3,5,4,3,3,3,4,3,2,3,35,50,45,32,44
3,4,4,2,3,4,5,3,2,5,3,3,4,3,4,3,3,4,3,3,3,3,3,2,3,4,4,3,2,3,3,5,4,3,3,3,3,4,3,4,4,3,4,2,3,3,3,3,3,4,3,5,5,3,3,4,4,4,3,3,40,45,45,31,41
1,3,3,5,3,1,5,3,5,3,3,3,3,3,3,3,3,3,3,3,2,5,3,5,2,3,3,3,3,3,2,3,5,3,1,3,4,4,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,1,3,3,1,3,27,41,39,40,32
3,4,4,3,2,3,5,3,1,3,3,3,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,5,5,3,3,2,3,5,3,3,3,3,5,1,3,3,3,5,3,4,3,5,5,3,3,3,5,3,3,3,35,45,51,32,36
3,4,4,2,3,4,5,4,2,4,3,4,4,3,3,3,3,4,3,3,3,4,4,2,3,4,3,4,2,3,3,4,4,2,3,3,5,5,2,4,3,3,5,2,3,3,3,4,3,4,4,5,4,3,3,3,3,4,2,3,39,46,50,28,39
3,5,3,1,3,5,5,3,2,3,3,5,5,3,4,3,5,4,3,3,3,5,3,1,3,3,5,3,1,3,3,5,4,3,4,3,5,5,3,4,3,3,5,3,3,3,5,5,3,4,3,5,5,3,3,3,3,3,3,3,38,56,48,29,40
3,5,3,2,3,4,5,4,3,3,3,4,5,3,3,3,3,4,3,3,3,4,3,2,4,3,3,4,3,3,4,5,4,2,3,3,3,5,3,4,3,3,5,2,3,3,3,5,4,4,3,5,3,2,3,3,3,5,3,3,38,46,50,32,39
3,4,4,2,4,4,5,4,2,5,3,4,4,3,4,3,4,4,3,3,3,5,3,3,2,3,3,3,2,4,3,4,4,3,4,3,3,5,3,4,3,3,4,2,3,3,3,3,3,4,3,5,5,3,3,4,3,4,3,3,38,46,47,32,43
3,4,4,2,3,4,5,4,1,5,3,4,4,3,5,4,4,5,3,3,3,4,4,2,4,4,3,4,2,3,4,4,4,2,3,3,3,5,2,4,3,3,5,1,4,3,3,5,3,4,3,5,5,3,3,4,3,4,3,3,41,45,53,27,44
3,5,3,3,3,3,5,4,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,3,4,3,3,5,3,3,3,3,5,3,3,3,3,5,3,3,4,5,5,3,3,3,3,4,3,3,37,43,49,35,37
1,3,4,2,1,3,4,1,3,3,4,3,2,3,2,3,3,2,3,3,3,3,2,3,4,1,3,4,3,3,3,4,2,3,3,3,3,1,3,3,2,3,2,3,3,3,3,4,3,4,3,3,2,3,3,5,3,2,3,3,34,38,28,35,35
1,1,3,5,1,4,5,5,5,3,3,4,3,1,1,3,4,3,3,1,3,5,3,5,4,5,1,3,5,4,3,3,1,1,1,3,5,3,1,1,5,3,3,3,5,1,3,5,3,4,5,3,5,1,4,3,3,5,1,3,39,40,42,34,32
4,5,3,2,3,3,5,3,1,5,3,3,4,3,4,3,3,3,3,5,4,4,3,3,3,2,4,3,3,3,3,5,3,3,4,3,5,4,3,4,4,3,4,2,3,3,3,3,3,3,3,5,4,3,3,5,4,4,3,4,40,49,41,32,44
4,5,4,3,3,4,5,4,2,4,3,4,5,3,3,3,3,5,3,3,3,5,3,2,3,4,3,3,2,3,3,5,4,3,3,3,5,4,3,4,4,3,5,2,3,3,3,5,2,3,3,5,5,3,3,5,4,3,3,4,42,50,50,31,39
4,5,4,2,4,3,5,3,1,5,3,3,4,3,3,4,3,3,3,4,3,3,3,2,3,4,3,3,3,3,3,4,4,3,5,3,3,4,3,4,4,3,4,3,3,3,3,5,3,3,3,5,4,3,3,5,4,3,3,4,42,44,44,32,44
3,5,4,3,1,3,5,4,2,5,3,3,4,3,4,3,3,3,3,5,2,3,4,3,3,4,3,4,3,5,3,4,3,2,5,3,3,3,3,4,4,3,4,3,3,3,3,5,3,3,4,5,4,3,3,5,3,4,3,5,40,43,46,34,46
3,5,4,2,3,3,5,5,2,4,3,3,5,3,3,3,5,3,3,3,3,5,3,2,3,4,4,4,3,3,3,5,4,2,3,3,5,4,3,4,3,3,5,3,3,3,5,5,3,4,4,5,5,3,3,5,4,5,3,3,40,54,52,32,39
1,4,2,3,2,2,5,3,4,5,3,4,3,3,4,2,4,2,3,4,2,4,3,4,4,3,3,3,3,3,2,4,2,2,4,3,4,2,3,4,2,4,2,3,3,2,4,4,4,4,4,3,3,3,3,3,2,3,3,4,29,45,32,38,44
4,4,4,2,4,4,5,5,1,4,3,4,4,3,3,4,3,4,3,4,3,3,3,2,3,5,3,4,2,3,4,5,4,3,4,3,3,4,3,4,4,3,4,3,3,3,3,5,3,4,4,5,5,3,3,4,4,3,2,4,45,45,49,30,43
2,4,3,4,3,2,5,4,4,4,3,4,2,3,4,3,4,3,4,4,3,4,2,4,3,3,4,3,3,3,2,4,2,4,4,3,4,2,4,4,2,3,2,3,4,2,3,4,4,4,4,4,4,4,3,4,3,3,3,4,33,46,34,44,44
3,3,4,2,3,4,5,5,1,3,3,4,4,3,4,3,4,3,2,3,5,5,4,2,3,3,3,4,2,3,4,4,3,2,3,4,3,4,3,3,4,3,5,2,4,3,4,5,3,4,4,4,5,3,3,4,3,3,2,3,44,45,49,27,39
3,5,3,2,2,3,5,4,3,4,3,4,3,3,4,3,3,3,3,5,3,5,3,2,3,3,3,3,3,3,2,4,3,3,5,3,3,3,3,5,1,4,3,3,3,3,3,5,3,3,4,5,4,3,3,3,3,3,3,4,34,47,40,34,44
2,4,3,2,3,3,5,3,2,5,3,4,3,3,4,3,3,3,3,4,3,4,3,2,3,3,3,3,3,3,3,4,3,3,4,3,4,4,3,4,2,3,4,3,3,3,3,5,3,4,4,4,5,3,3,4,3,3,3,4,36,44,42,33,44
4,5,3,2,3,3,5,4,1,5,3,3,3,3,3,3,3,3,3,4,3,4,3,2,3,4,4,3,3,3,3,4,4,3,3,3,3,4,3,4,4,3,5,3,3,3,3,4,3,4,4,5,4,2,3,4,3,4,2,4,41,45,44,30,42
4,4,5,2,3,4,5,5,1,3,3,4,5,3,4,3,4,3,3,2,4,4,3,2,4,4,3,4,2,3,3,4,2,2,2,3,4,5,3,3,4,3,5,2,3,3,4,5,2,4,4,4,5,3,2,4,4,4,2,3,43,47,51,27,36
2,4,3,3,3,2,5,3,3,4,3,3,4,3,3,1,3,4,3,3,3,4,2,3,3,3,3,4,3,3,1,4,4,3,3,2,4,4,3,4,3,3,4,2,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,29,44,43,35,38
3,5,3,2,4,4,5,3,2,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,3,3,4,3,3,3,3,5,4,2,3,3,3,5,3,4,3,3,5,3,3,3,3,5,3,3,3,4,5,3,3,4,3,3,3,4,39,44,47,33,40
3,4,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,4,3,3,5,3,3,3,3,4,3,4,3,4,4,3,3,3,3,3,3,3,36,42,40,36,38
4,4,3,2,3,3,5,4,2,4,3,4,4,3,4,3,3,4,3,4,3,4,3,2,3,4,3,3,1,4,3,5,4,3,3,3,5,5,3,5,4,3,5,3,3,3,3,4,3,4,3,5,5,3,3,4,4,3,3,4,40,48,47,31,44
2,3,4,2,3,3,5,4,2,5,4,4,4,3,4,3,3,3,3,5,3,4,4,2,3,4,3,4,3,3,2,4,2,2,5,3,3,4,2,4,3,3,4,3,3,3,3,5,3,4,4,5,5,2,3,4,3,4,2,4,38,43,47,29,46
3,5,4,3,2,3,5,4,3,3,3,3,4,3,3,3,3,5,3,3,3,3,3,3,3,3,3,4,3,3,3,5,4,3,5,3,5,5,3,3,3,3,4,3,3,3,3,4,3,3,4,5,4,3,3,3,4,5,3,3,37,47,50,36,37
4,5,4,2,3,3,5,4,1,5,3,3,4,3,3,3,3,4,3,3,3,5,3,2,3,4,5,4,2,3,3,5,4,2,3,3,5,4,2,4,4,3,5,2,3,3,3,5,3,5,3,5,5,3,3,4,4,5,3,3,40,51,51,28,41
3,4,4,2,3,2,5,4,2,4,3,4,4,2,3,3,3,2,3,5,2,4,3,2,3,3,4,3,2,3,3,4,3,2,4,3,4,4,2,3,2,3,4,3,3,3,3,4,3,4,4,4,4,3,3,4,4,4,2,3,35,46,43,28,41
3,5,4,2,2,3,5,4,3,3,3,4,4,3,3,3,3,4,3,3,3,5,3,3,3,3,3,3,3,3,3,4,3,3,4,3,5,3,3,4,3,3,3,3,3,3,3,4,4,3,4,5,4,3,3,3,3,3,3,3,37,48,42,36,37
1,4,2,3,2,2,4,3,4,5,3,4,3,4,4,1,3,2,3,4,2,4,2,4,4,2,3,3,3,3,1,3,2,3,4,3,4,2,4,4,2,3,2,3,4,2,3,3,4,4,4,3,4,3,3,2,3,3,4,4,25,41,31,42,45
4,5,3,3,3,4,5,4,2,5,3,4,4,3,4,3,4,3,4,4,2,5,3,3,3,3,3,3,2,3,3,3,4,3,4,3,5,4,3,4,4,3,3,3,3,4,4,5,3,4,3,5,5,3,3,3,3,2,3,4,39,49,43,35,44
2,5,4,4,3,2,5,4,3,3,2,4,5,3,4,2,4,3,3,3,1,4,2,5,3,2,5,3,3,3,2,5,4,4,3,3,4,2,4,3,2,4,5,3,3,3,4,5,4,3,3,5,3,4,3,3,3,3,3,3,27,52,43,43,37
4,4,5,2,3,4,5,5,1,3,3,5,5,3,4,3,5,4,1,3,3,5,5,2,3,5,4,5,2,3,5,5,4,1,3,3,5,5,3,3,4,5,5,2,3,3,5,5,3,4,5,5,5,3,3,4,4,5,1,3,46,57,58,24,38
2,3,3,3,3,3,5,4,3,5,3,4,4,3,3,3,3,4,3,4,3,5,3,2,3,4,3,3,2,3,3,3,4,3,3,3,3,4,3,4,4,3,4,2,3,2,3,3,3,4,4,5,4,3,3,3,3,3,2,3,37,43,43,32,41
3,5,3,1,3,3,5,3,3,5,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,3,5,3,4,5,3,5,3,3,5,3,3,3,3,5,3,3,3,5,4,3,3,3,3,3,3,5,35,44,45,34,44
5,3,3,3,3,3,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,3,4,3,5,4,3,2,5,4,3,3,3,42,43,39,34,36
3,5,2,3,3,4,5,2,2,3,2,3,4,3,2,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,4,2,5,3,3,3,3,3,3,3,3,35,43,36,36,37
3,5,4,2,2,3,5,4,2,5,3,4,4,3,4,3,3,5,3,4,3,3,3,3,4,3,4,4,3,3,4,4,4,3,4,3,1,4,3,4,4,3,4,2,3,4,3,5,3,4,3,5,5,3,3,4,4,4,3,4,40,44,50,33,44
3,4,3,3,3,3,5,3,2,3,3,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,4,3,3,37,42,39,35,38
3,4,4,2,5,3,5,4,1,5,3,4,5,3,3,3,5,4,3,4,3,5,4,2,4,4,3,4,2,5,3,5,4,3,5,3,5,5,2,3,3,3,5,3,3,3,5,5,3,4,4,5,5,3,3,5,4,4,3,3,40,53,53,30,47
4,5,4,2,2,3,5,4,2,5,4,4,4,3,4,4,3,4,3,5,2,4,3,3,3,4,4,3,3,3,3,4,4,2,5,3,5,4,3,4,4,3,4,3,3,4,3,3,3,4,3,5,4,3,3,4,3,3,2,4,42,48,44,32,45
2,5,3,4,3,3,5,3,2,5,3,4,3,3,3,3,3,4,3,3,2,3,3,4,3,3,4,4,4,3,2,5,4,3,3,3,3,4,3,5,3,3,4,3,3,3,3,4,5,4,3,5,4,3,3,3,3,4,2,3,33,46,44,39,41
4,4,3,4,3,4,5,4,2,3,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,4,3,3,3,3,3,4,3,2,4,3,3,4,3,4,4,3,4,3,3,3,3,5,3,4,4,5,5,3,3,5,3,4,2,4,43,43,44,34,42
3,5,5,3,3,3,5,5,3,3,3,3,4,3,4,3,5,5,3,3,3,3,3,2,3,3,3,5,3,3,3,5,5,3,3,3,3,5,3,3,3,3,4,3,3,3,3,5,3,3,5,5,5,3,3,3,3,5,3,3,38,46,56,35,37
4,3,4,3,3,3,5,4,3,5,4,3,4,3,4,3,3,3,3,5,2,5,3,2,3,4,3,3,3,3,3,4,3,3,5,3,3,4,3,5,4,3,4,3,3,3,3,4,3,4,4,5,4,3,3,4,3,3,3,3,41,43,43,35,46
1,3,4,3,3,3,5,4,1,3,3,4,4,3,3,3,5,3,3,4,3,5,3,2,4,4,3,3,3,4,3,3,3,3,3,3,5,3,3,4,3,3,4,3,4,3,4,5,3,4,4,5,5,1,3,4,3,4,3,3,37,48,45,31,42
4,3,4,2,3,4,5,4,2,4,4,3,4,3,4,4,3,4,3,2,4,4,4,2,4,1,3,4,2,4,4,4,4,2,3,3,5,4,3,4,4,3,4,2,4,3,3,5,3,3,3,5,4,3,2,4,4,4,2,4,42,45,49,29,41
3,5,4,3,3,3,5,4,3,5,3,3,4,3,3,3,3,4,3,3,3,5,3,3,3,3,3,3,3,3,2,4,4,2,3,3,3,4,2,3,4,3,4,3,3,3,3,4,3,4,4,5,4,3,3,3,4,3,3,3,37,46,45,34,39
1,4,3,4,2,3,4,3,2,5,3,4,3,3,4,2,3,3,4,4,2,4,2,4,4,4,3,3,3,3,2,3,3,4,5,3,4,5,3,4,4,3,3,3,3,2,3,4,4,4,3,2,4,3,3,2,3,3,3,4,31,40,39,40,45
3,4,4,4,3,4,5,4,2,4,4,4,4,3,4,3,4,3,3,3,4,4,4,3,4,4,3,4,3,3,4,4,3,2,3,3,5,4,3,3,4,3,4,2,3,2,3,3,3,4,4,4,4,3,4,4,4,4,2,4,43,47,45,33,42
1,1,3,4,3,2,5,4,5,3,2,4,3,3,3,2,2,3,4,3,1,4,2,5,3,3,2,3,1,3,2,3,3,3,3,3,4,4,3,4,2,3,3,1,2,2,2,4,3,3,3,3,4,4,3,1,2,4,1,3,24,35,40,37,36
4,5,4,3,3,3,5,4,1,5,3,4,4,3,4,3,3,3,3,5,2,3,3,3,3,3,3,3,3,3,3,4,4,3,5,3,5,4,3,3,3,3,5,3,3,3,3,5,3,4,4,5,5,3,3,5,4,3,2,4,39,47,47,33,45
3,4,3,4,4,4,4,4,3,4,4,4,3,3,3,4,4,2,3,3,2,5,3,4,4,4,3,3,3,3,3,2,3,2,4,3,4,4,3,3,3,3,3,3,3,3,4,5,3,4,4,3,3,3,4,2,2,3,3,3,39,42,39,37,42
3,4,3,3,2,3,5,3,1,5,3,3,4,3,5,3,3,3,3,5,3,3,3,2,3,3,3,3,3,1,3,5,4,3,5,3,5,5,3,4,4,3,5,2,3,3,3,3,3,1,3,5,5,3,3,4,4,3,3,5,38,46,44,32,42
3,3,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,2,3,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,36,40,43,35,36
3,5,4,2,2,3,5,3,2,4,3,4,4,3,3,2,3,4,3,3,2,4,3,2,3,3,4,3,2,3,2,4,4,2,4,3,5,4,2,4,3,3,4,2,3,3,3,4,3,3,3,4,5,3,3,3,4,3,2,4,33,48,45,28,39
3,5,3,3,3,3,5,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,3,3,3,3,5,3,3,3,3,4,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,36,43,44,35,36
3,5,3,3,3,3,5,5,1,3,3,3,5,3,3,3,1,3,3,3,3,5,3,2,3,2,4,5,3,3,3,5,3,3,3,3,5,5,3,4,3,3,4,3,3,3,1,5,3,4,5,5,5,3,3,5,3,5,3,3,39,45,51,33,38
